smiles,rdkit__qed,rdkit__SPS,rdkit__MolWt,rdkit__HeavyAtomMolWt,rdkit__ExactMolWt,rdkit__NumValenceElectrons,rdkit__NumRadicalElectrons,rdkit__MaxPartialCharge,rdkit__MinPartialCharge,rdkit__MaxAbsPartialCharge,rdkit__MinAbsPartialCharge,rdkit__FpDensityMorgan1,rdkit__FpDensityMorgan2,rdkit__FpDensityMorgan3,rdkit__LabuteASA,rdkit__TPSA,rdkit__FractionCSP3,rdkit__HeavyAtomCount,rdkit__NHOHCount,rdkit__NOCount,rdkit__NumAliphaticCarbocycles,rdkit__NumAliphaticHeterocycles,rdkit__NumAliphaticRings,rdkit__NumAmideBonds,rdkit__NumAromaticCarbocycles,rdkit__NumAromaticHeterocycles,rdkit__NumAromaticRings,rdkit__NumAtomStereoCenters,rdkit__NumBridgeheadAtoms,rdkit__NumHAcceptors,rdkit__NumHDonors,rdkit__NumHeteroatoms,rdkit__NumHeterocycles,rdkit__NumRotatableBonds,rdkit__NumSaturatedCarbocycles,rdkit__NumSaturatedHeterocycles,rdkit__NumSaturatedRings,rdkit__NumSpiroAtoms,rdkit__NumUnspecifiedAtomStereoCenters,rdkit__Phi,rdkit__RingCount,rdkit__MolLogP,rdkit__MolMR,rdkit__fr_Al_COO,rdkit__fr_Al_OH,rdkit__fr_Al_OH_noTert,rdkit__fr_ArN,rdkit__fr_Ar_COO,rdkit__fr_Ar_N,rdkit__fr_Ar_NH,rdkit__fr_Ar_OH,rdkit__fr_COO,rdkit__fr_COO2,rdkit__fr_C_O,rdkit__fr_C_O_noCOO,rdkit__fr_C_S,rdkit__fr_HOCCN,rdkit__fr_Imine,rdkit__fr_NH0,rdkit__fr_NH1,rdkit__fr_NH2,rdkit__fr_N_O,rdkit__fr_Ndealkylation1,rdkit__fr_Ndealkylation2,rdkit__fr_Nhpyrrole,rdkit__fr_SH,rdkit__fr_aldehyde,rdkit__fr_alkyl_carbamate,rdkit__fr_alkyl_halide,rdkit__fr_allylic_oxid,rdkit__fr_amide,rdkit__fr_amidine,rdkit__fr_aniline,rdkit__fr_aryl_methyl,rdkit__fr_azide,rdkit__fr_azo,rdkit__fr_barbitur,rdkit__fr_benzene,rdkit__fr_benzodiazepine,rdkit__fr_bicyclic,rdkit__fr_diazo,rdkit__fr_dihydropyridine,rdkit__fr_epoxide,rdkit__fr_ester,rdkit__fr_ether,rdkit__fr_furan,rdkit__fr_guanido,rdkit__fr_halogen,rdkit__fr_hdrzine,rdkit__fr_hdrzone,rdkit__fr_imidazole,rdkit__fr_imide,rdkit__fr_isocyan,rdkit__fr_isothiocyan,rdkit__fr_ketone,rdkit__fr_ketone_Topliss,rdkit__fr_lactam,rdkit__fr_lactone,rdkit__fr_methoxy,rdkit__fr_morpholine,rdkit__fr_nitrile,rdkit__fr_nitro,rdkit__fr_nitro_arom,rdkit__fr_nitro_arom_nonortho,rdkit__fr_nitroso,rdkit__fr_oxazole,rdkit__fr_oxime,rdkit__fr_para_hydroxylation,rdkit__fr_phenol,rdkit__fr_phenol_noOrthoHbond,rdkit__fr_phos_acid,rdkit__fr_phos_ester,rdkit__fr_piperdine,rdkit__fr_piperzine,rdkit__fr_priamide,rdkit__fr_prisulfonamd,rdkit__fr_pyridine,rdkit__fr_quatN,rdkit__fr_sulfide,rdkit__fr_sulfonamd,rdkit__fr_sulfone,rdkit__fr_term_acetylene,rdkit__fr_tetrazole,rdkit__fr_thiazole,rdkit__fr_thiocyan,rdkit__fr_thiophene,rdkit__fr_unbrch_alkane,rdkit__fr_urea,pka__num_basic_sites,pka__num_acidic_sites,pka__num_ionizable_sites,pka__has_basic_site,pka__has_acidic_site,pka__is_amphoteric,pka__most_basic_pka,pka__most_acidic_pka,pka__logd_ph,pka__logp_wildman_crippen,pka__logd_estimate,pka__fraction_neutral,pka__base_site_pka_min,pka__base_site_pka_max,pka__base_site_pka_mean,pka__base_site_pka_std,pka__base_site_pka_sum,pka__base_site_pka_range,pka__acid_site_pka_min,pka__acid_site_pka_max,pka__acid_site_pka_mean,pka__acid_site_pka_std,pka__acid_site_pka_sum,pka__acid_site_pka_range,pka__warning_count,pka__warning_multiple_basic_sites,pka__warning_multiple_acidic_sites,pka__warning_amphoteric,pka__warning_fraction_neutral_clamped,pka__warning_fraction_neutral_tiny,pka__base_site_pka_rank_1,pka__base_site_pka_rank_2,pka__base_site_pka_rank_3,pka__base_site_pka_rank_4,pka__base_site_pka_rank_5,pka__base_site_pka_rank_6,pka__base_site_pka_rank_7,pka__acid_site_pka_rank_1,pka__acid_site_pka_rank_2,pka__acid_site_pka_rank_3,pka__acid_site_pka_rank_4,pka__acid_site_pka_rank_5,pka__acid_site_pka_rank_6,pka__acid_site_pka_rank_7,pka__acid_site_pka_rank_8,pka__acid_site_pka_rank_9,pka__acid_site_pka_rank_10,pka__acid_site_pka_rank_11,pka__acid_site_pka_rank_12,pka__acid_site_pka_rank_13,pka__acid_site_pka_rank_14,pka__acid_site_pka_rank_15,pka__acid_site_pka_rank_16,pka__acid_site_pka_rank_17,pka__acid_site_pka_rank_18,pka__acid_site_pka_rank_19,pka__acid_site_pka_rank_20,pka__acid_site_pka_rank_21,pka__acid_site_pka_rank_22,pka__acid_site_pka_rank_23
OCc1cccnc1,0.571659552744487,9.125,109.128,102.072,109.052763844,42.0,0.0,0.0696354573875683,-0.391621788608518,0.391621788608518,0.0696354573875683,1.625,2.5,2.875,47.810226967036094,33.120000000000005,0.1666666666666666,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.592077243819264,1.0,0.5739,30.159799999999997,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,1,1,1,4.9459,13.3744,7.4,0.5739,0.5724,0.9965,4.9459,4.9459,4.9459,0.0,4.9459,0.0,13.3744,13.3744,13.3744,0.0,13.3744,0.0,1,0,0,1,0,0,4.9459,,,,,,,13.3744,,,,,,,,,,,,,,,,,,,,,,
CNCCc1ccccn1,0.6658018289589027,9.7,136.19799999999995,124.10199999999998,136.100048384,54.0,0.0,0.0415755676427293,-0.3193634590881509,0.3193634590881509,0.0415755676427293,1.5,2.4,3.0,61.29573962724134,24.92,0.375,10.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.895883430116068,1.0,0.8434999999999999,41.86770000000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,1,0,0,9.1621,,7.4,0.8435,-0.926,0.017,6.7925,9.1621,7.9773,1.1848,15.9546,2.3696,,,,,0.0,,1,1,0,0,0,0,9.1621,6.7925,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)CCc1ccccn1,0.6430190665178422,10.454545454545457,150.225,136.11299999999997,150.115698448,60.0,0.0,0.0415848740560142,-0.3090116731664914,0.3090116731664914,0.0415848740560142,1.3636363636363635,2.1818181818181817,2.727272727272727,67.87065322823327,16.130000000000003,0.4444444444444444,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0490511660134967,1.0,1.1857,46.49500000000003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,1,0,0,8.4577,,7.4,1.1857,0.0915,0.0805,6.9653,8.4577,7.711500000000001,0.7462000000000004,15.423000000000002,1.4924000000000008,,,,,0.0,,1,1,0,0,0,0,8.4577,6.9653,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC(=O)c1cccnc1,0.5772627921564857,8.88888888888889,122.12699999999997,116.079,122.048012812,46.0,0.0,0.2497619496515242,-0.3655506403996573,0.3655506403996573,0.2497619496515242,1.6666666666666667,2.4444444444444446,2.7777777777777777,52.51740601189656,55.98,0.0,9.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.4437731954449224,1.0,0.1805000000000001,32.7549,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,1,1,1,4.0548,13.2882,7.4,0.1805,0.1803,0.9995,3.6367,4.0548,3.84575,0.2090500000000001,7.6915,0.4181000000000003,13.2882,13.2882,13.2882,0.0,26.5764,0.0,3,1,1,1,0,0,4.0548,3.6367,,,,,,13.2882,13.2882,,,,,,,,,,,,,,,,,,,,,
CCN(CC)C(=O)c1cccnc1,0.7034123696222642,9.692307692307692,178.235,164.12299999999996,178.110613068,70.0,0.0,0.2548962872211404,-0.3391576840045807,0.3391576840045807,0.2548962872211404,1.4615384615384617,2.1538461538461537,2.6153846153846154,78.39711744267363,33.2,0.4,13.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.4330447830646995,1.0,1.5636,51.48850000000004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,3.8267,,7.4,1.5636,1.5635,0.9997,3.8267,3.8267,3.8267,0.0,3.8267,0.0,,,,,0.0,,0,0,0,0,0,0,3.8267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC(C)NNC(=O)c1ccncc1,0.6722652900688486,10.076923076923077,179.223,166.11899999999997,179.105862036,70.0,0.0,0.2649914093869321,-0.2872119666261978,0.2872119666261978,0.2649914093869321,1.3846153846153846,2.0,2.5384615384615383,77.34220204552473,54.02,0.3333333333333333,13.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.3964174349394645,1.0,0.7243999999999996,49.97490000000003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3,1,1,1,5.3791,11.0139,7.4,0.7244,0.7202,0.9903,3.9731,5.3791,4.6761,0.7030000000000001,9.3522,1.406,11.0139,11.0139,11.0139,0.0,11.0139,0.0,2,1,0,1,0,0,5.3791,3.9731,,,,,,11.0139,,,,,,,,,,,,,,,,,,,,,,
CCNCc1c(CSC)cnc(C)c1O,0.8065187401051553,10.6,226.345,208.201,226.113984196,84.0,0.0,0.1410634960794667,-0.505699826762153,0.505699826762153,0.1410634960794667,1.5333333333333334,2.2666666666666666,2.8666666666666667,95.3079097479924,45.150000000000006,0.5454545454545454,15.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,4.913593013665968,1.0,2.06812,65.23850000000003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3,1,1,1,8.038,9.5283,7.4,2.0681,1.3369,0.1857,6.0182,8.038,7.0281,1.0099,14.0562,2.0198,9.5283,9.5283,9.5283,0.0,9.5283,0.0,2,1,0,1,0,0,8.038,6.0182,,,,,,9.5283,,,,,,,,,,,,,,,,,,,,,,
O=C(O)c1cc(=O)c2ccccc2o1,0.7392030946871293,10.285714285714286,190.154,184.106,190.026608672,70.0,0.0,0.3714582993982703,-0.4753711676039943,0.4753711676039943,0.3714582993982703,1.2857142857142858,2.0,2.7142857142857144,78.40010454192137,67.50999999999999,0.0,14.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.8149546580645768,2.0,1.4912,49.443300000000015,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,,2.2561,7.4,1.4912,-3.6527,0.0,,,,,0.0,,2.2561,2.2561,2.2561,0.0,2.2561,0.0,0,0,0,0,0,0,,,,,,,,2.2561,,,,,,,,,,,,,,,,,,,,,,
CN1CCN(C2=Nc3ccccc3Cc3ccccc32)CC1,0.7430194240185352,18.227272727272727,291.3980000000001,270.23,291.17354767200004,112.0,0.0,0.1364214433943374,-0.3535277800941509,0.3535277800941509,0.1364214433943374,0.8181818181818182,1.5,2.3181818181818183,131.44641964554566,18.84,0.3157894736842105,22.0,0.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.429321911754225,4.0,2.916500000000001,90.95700000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,1,0,0,8.1258,,7.4,2.9165,2.1159,0.1583,7.747,8.1258,7.9364,0.1894,15.8728,0.3788,,,,,0.0,,1,1,0,0,0,0,8.1258,7.747,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN1CCN(C2=Nc3cc(F)ccc3Cc3ccccc32)CC1,0.7446866867853986,18.0,309.3880000000001,289.228,309.16412586,118.0,0.0,0.1364235280110757,-0.3535277665912036,0.3535277665912036,0.1364235280110757,0.9565217391304348,1.7391304347826086,2.565217391304348,135.6119550484719,18.84,0.3157894736842105,23.0,0.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.616882216720696,4.0,3.055600000000002,90.91500000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,1,0,0,7.8869,,7.4,3.0556,2.4462,0.2458,7.6336,7.8869,7.76025,0.1266499999999997,15.5205,0.2532999999999994,,,,,0.0,,1,1,0,0,0,0,7.8869,7.6336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,0.8791762540409916,14.157894736842104,316.158,306.07800000000003,315.00072404,94.0,0.0,0.2455714212785058,-0.3238397436703982,0.3238397436703982,0.2455714212785058,1.2105263157894737,2.1052631578947367,2.8947368421052637,118.2713948713214,54.35,0.0714285714285714,19.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.127034957241351,3.0,2.6336000000000004,77.51470000000002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,4,1,1,1,4.3903,11.6515,7.4,2.6336,2.6332,0.999,1.9335,4.3903,3.1179,1.004912785602147,9.3537,2.4568,11.6515,11.6515,11.6515,0.0,11.6515,0.0,2,1,0,1,0,0,4.3903,3.0299,1.9335,,,,,11.6515,,,,,,,,,,,,,,,,,,,,,,
O=c1[nH]c2ccccc2c(=O)n1CCN1C[C@H]2C[C@H](c3ccc(F)cc3)[C@H]2C1,0.7580496334739558,24.25,379.435,357.25900000000007,379.169605164,144.0,0.0,0.3283762903657771,-0.3066477007818767,0.3283762903657771,0.3066477007818767,1.0,1.7857142857142858,2.607142857142857,160.9757171871161,58.1,0.3636363636363636,28.0,1.0,5.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,3.0,0.0,4.0,1.0,6.0,2.0,4.0,1.0,1.0,2.0,0.0,0.0,4.160876420852242,5.0,2.564400000000001,106.00670000000004,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3,1,1,1,8.9042,12.261,7.4,2.5644,1.0468,0.0304,3.741,8.9042,6.3226,2.5815999999999995,12.6452,5.1632,12.261,12.261,12.261,0.0,12.261,0.0,2,1,0,1,0,0,8.9042,3.741,,,,,,12.261,,,,,,,,,,,,,,,,,,,,,,
CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1,0.917412779808798,29.25,321.46399999999994,294.24800000000005,321.209264484,126.0,0.0,0.1153915876129802,-0.5079556583697897,0.5079556583697897,0.1153915876129802,1.1666666666666667,1.9583333333333333,2.75,144.680323584868,23.47,0.4545454545454545,24.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,3.0,3.8808266773699382,4.0,4.159100000000004,98.45080000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,1,1,1,9.0825,9.9671,7.4,4.1591,2.4665,0.0203,9.0825,9.0825,9.0825,0.0,9.0825,0.0,9.9671,9.9671,9.9671,0.0,9.9671,0.0,1,0,0,1,0,0,9.0825,,,,,,,9.9671,,,,,,,,,,,,,,,,,,,,,,
O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2sccc2[C@H]1CN1CCCC1,0.7230975516720278,20.384615384615383,409.3820000000002,387.2060000000002,408.082989684,138.0,0.0,0.227063088515889,-0.3336672833797524,0.3336672833797524,0.227063088515889,1.1153846153846154,1.9230769230769231,2.6923076923076925,168.054341327094,23.550000000000004,0.45,26.0,0.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,6.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,5.5544958169653125,4.0,4.819200000000005,108.31700000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,1,1,0,0,9.0629,,7.4,4.8192,3.147,0.0213,9.0629,9.0629,9.0629,0.0,9.0629,0.0,,,,,0.0,,0,0,0,0,0,0,9.0629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)[C@@H]1C2CCC(C[C@@H]1OC(=O)c1ccccc1)N2C,0.7979361284429696,30.818181818181817,303.358,282.19,303.14705815200006,118.0,0.0,0.3379215884325,-0.4686455560793509,0.4686455560793509,0.3379215884325,1.181818181818182,1.9090909090909087,2.590909090909091,129.7440724001059,55.84,0.5294117647058824,22.0,0.0,5.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,4.0,2.0,5.0,0.0,5.0,2.0,3.0,0.0,2.0,2.0,0.0,2.0,4.157804142320031,3.0,1.8677,80.34150000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,8.9571,,7.4,1.8677,0.2987,0.027,8.9571,8.9571,8.9571,0.0,8.9571,0.0,,,,,0.0,,0,0,0,0,0,0,8.9571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
