smiles	match_method	chembl_id	n_activities	include_activities_in_tool
Cc1cc([N+](=O)[O-])nn1Cc1ccccc1F	chembl_parent	CHEMBL1511555	15	True
Cc1cc2[nH]c(=O)c3ccccc3n2n1	chembl_parent	CHEMBL551657	16	True
Cc1cc2c(=O)[nH]c(N)nc2nc1C	chembl_parent	CHEMBL1742094	62	False
Cc1cc2c(=O)n(NC(=O)c3ccc(COc4ccc(F)cc4)o3)c(C)nc2s1	chembl_parent	CHEMBL1302626	12	True
Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O	chembl_parent	CHEMBL51483	815	False
Cc1cc2c(C(F)(F)F)cc(=O)oc2c2c1NCCC2	chembl_parent	CHEMBL1585011	31	False
Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)COCC2	chembl_parent	CHEMBL3747513	103	False
Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1	chembl_parent	CHEMBL357995	362	False
Cc1cc2c(OCC(O)CNC(C)C)cccc2[nH]1	chembl_parent	CHEMBL65717	36	False
Cc1cc2c(SCc3ccccc3Cl)nc(N)nc2nc1C	chembl_parent	CHEMBL1409396	78	False
Cc1cc2c(c(=O)o1)C1(C(=O)N(CC(=O)O)c3ccccc31)C(C#N)=C(N)O2	chembl_parent	CHEMBL1457137	25	False
Cc1cc2c(c(=O)o1)[C@@H](O)[C@H]1O[C@@H]1C2=O	chembl_parent	CHEMBL1441422	15	True
Cc1cc2c(c(=O)o1)[C@H](O)[C@H]1O[C@@H]1C2=O	chembl_parent	CHEMBL1592542	15	True
Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2	chembl_parent	CHEMBL14460	41	False
Cc1cc2c(cc1C)-c1nnc(-c3ccc4ccccc4n3)n1C(C)(C)C2	chembl_parent	CHEMBL1327497	7	True
Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2	chembl_parent	CHEMBL282724	114	False
Cc1cc2c(cc1Cl)N(C(=O)Nc1ccnc3ccccc13)CC2	chembl_parent	CHEMBL525998	1	True
Cc1cc2c(cc1S(N)(=O)=O)S(=O)(=O)CCC2	chembl_parent	CHEMBL1318341	214	False
Cc1cc2c(nc1C)CCCCN2C[C@H](C)O/N=C1/[C@H]2O[C@@H]2[C@@H](O)[C@H]2[C@H]1CCn1c(=O)n(-c3ccccc3)c(=O)n12	chembl_parent	CHEMBL1593486	10	True
Cc1cc2c(nc1C)CCCCN2C[C@H](C)O/N=C\[C@@H](C)[C@H](OCc1ccccc1)C(C)C	chembl_parent	CHEMBL1591903	9	True
Cc1cc2c(nc1C)CCCCN2C[C@H](O)CN1CCCc2nc(-c3ccc(Br)cc3)ccc21	chembl_parent	CHEMBL1601506	8	True
Cc1cc2c(nc1C)CCCN2CC(O)CN1CCCc2nc(C)c(C)cc21	chembl_parent	CHEMBL1741378	5	True
Cc1cc2c(nc1C)CCCN2C[C@@H](O)CN1CCN(C)CC1	chembl_parent	CHEMBL1741505	6	True
Cc1cc2c(nc1C)CCCN2C[C@H](C)O/N=C1/[C@H]2O[C@@H]2[C@@H](O)[C@H]2[C@H]1CCn1c(=O)n(-c3ccccc3)c(=O)n12	chembl_parent	CHEMBL1513031	12	True
Cc1cc2c(nc1C)CCCN2C[C@H](C)O/N=C\[C@@H](C)[C@H](OCc1ccccc1)C(C)C	chembl_parent	CHEMBL1571410	8	True
Cc1cc2c(nc1C)CCCN2C[C@H](O)CN1CCCc2nc(-c3ccc(Br)cc3)ccc21	chembl_parent	CHEMBL1395634	20	True
Cc1cc2c(ncn2Cc2ccccc2)c([N+](=O)[O-])c1C	chembl_parent	CHEMBL1538297	19	True
Cc1cc2c(s1)CCCCC(=O)N2	chembl_parent	CHEMBL1530269	11	True
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1	chembl_parent	CHEMBL715	1561	False
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCNCC1	chembl_parent	CHEMBL1125	19	True
Cc1cc2c(s1)Nc1ccccc1N=C2N1CC[NH+](C)CC1	chembl_parent	CHEMBL715	1561	False
Cc1cc2c(s1)Nc1ccccc1N=C2N1CC[NH2+]CC1	chembl_parent	CHEMBL1125	19	True
Cc1cc2c(s1)Nc1ccccc1[NH+]=C2N1CC[NH+](C)CC1	chembl_parent	CHEMBL715	1561	False
Cc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1ccncc1)C(=O)N3CC2	chembl_parent	CHEMBL111925	17	True
Cc1cc2c3ccccc3ccc2c2ccccc12	chembl_parent	CHEMBL1797292	1	True
Cc1cc2cc(C(c3nnnn3C(C)(C)C)N(Cc3ccco3)CC3CCCO3)c(=O)[nH]c2cc1C	chembl_parent	CHEMBL1537227	18	True
Cc1cc2cc(C)c3nnc(SCC(=O)NCc4ccc5c(c4)OCO5)n3c2cc1C	chembl_parent	CHEMBL1486380	13	True
Cc1cc2cc(C=O)c(Cl)nc2cc1C	chembl_parent	CHEMBL1447520	13	True
Cc1cc2cc(CNC(=O)CC(C)C)ccc2n1C	chembl_parent	CHEMBL1301162	18	True
Cc1cc2cc3c(=O)[nH]c(=O)[nH]c3nc2cc1C	chembl_parent	CHEMBL1369812	84	False
Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1	chembl_parent	CHEMBL1475	447	False
Cc1cc2cc3c(N)[nH]nc3nc2cc1C	chembl_parent	CHEMBL1613444	39	False
Cc1cc2cc3c(cc2nc1SCC(=O)Nc1c(C)cccc1C)CCC3	chembl_parent	CHEMBL1302141	17	True
Cc1cc2cc3cc(C)c(N)cc3nc2cc1N	chembl_parent	CHEMBL329221	4	True
Cc1cc2ccc(OC(=O)c3ccc(N=C(N)N)cc3)cc2oc1=O	chembl_parent	CHEMBL1567191	11	True
Cc1cc2cccc(C)c2nc1SCC(=O)N(C)c1nc(-c2ccccc2)cs1	chembl_parent	CHEMBL1541112	11	True
Cc1cc2ccccc2c(=O)n1CC(=O)NCC(=O)N1CCCC1	chembl_parent	CHEMBL1405487	14	True
Cc1cc2ccccc2c2ccc3ccccc3c12	chembl_parent	CHEMBL1797269	3	True
Cc1cc2ccccc2c[n+]1CC(O)C[n+]1cc2ccccc2cc1C	chembl_parent	CHEMBL1516485	7	True
Cc1cc2ccccc2cc1[N+](=O)[O-]	chembl_parent	CHEMBL167121	2	True
Cc1cc2ccccc2n1CCNC(=O)C1CCCC1	chembl_parent	CHEMBL1572599	20	True
Cc1cc2ccccc2n1CCNC(=O)c1ccccc1	chembl_parent	CHEMBL1530789	45	False
Cc1cc2ccccc2nc1SCC(=O)Nc1nc(-c2ccccc2)cs1	chembl_parent	CHEMBL1302790	14	True
Cc1cc2ccccn2c1C(=O)c1ccc(Cl)cc1	chembl_parent	CHEMBL1309244	24	True
Cc1cc2ccccn2c1C(=O)c1nc(N2CCOCC2)ncc1Cl	chembl_parent	CHEMBL1523188	16	True
Cc1cc2n(n1)SC(Nc1ccccc1)N2	chembl_parent	CHEMBL1499314	26	False
Cc1cc2nc(-c3ccc(SCC(=O)N4CCc5ccccc54)nc3)[nH]c2cc1C	chembl_parent	CHEMBL1538764	42	False
Cc1cc2nc(-c3ccc(SCc4ccc(C#N)cc4)nc3)[nH]c2cc1C	chembl_parent	CHEMBL1477071	38	False
Cc1cc2nc(C)n(CCCN)c2cc1C	chembl_parent	CHEMBL1626075	0	True
Cc1cc2nc(C3CCCN(C(=O)NCc4ccccc4)C3)[nH]c2cc1C	chembl_parent	CHEMBL1611715	24	True
Cc1cc2nc(C3CCCN(C(=S)Nc4ccccc4)C3)[nH]c2cc1C	chembl_parent	CHEMBL1568786	24	True
Cc1cc2nc(C3CCN(Cc4nnnn4Cc4ccccc4)CC3)[nH]c2cc1C	chembl_parent	CHEMBL1505285	25	False
Cc1cc2nc(CCN(C(=S)NCC(C)C)C3CCCC3)[nH]c2cc1C	chembl_parent	CHEMBL1323732	34	False
Cc1cc2nc(N)sc2cc1C	chembl_parent	CHEMBL1499536	33	False
Cc1cc2nc(SCCOC(=O)Nc3ccc(Cl)cc3)nc(C)c2cc1C	chembl_parent	CHEMBL1574504	13	True
Cc1cc2nc([C@H](C)C(=O)c3ccc(Cl)cc3)c(=O)[nH]c2cc1C	chembl_parent	CHEMBL1411609	10	True
Cc1cc2nc3[nH]c4c(Cl)cc(Cl)cc4c3nc2cc1C	chembl_parent	CHEMBL1741441	63	False
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C)c2cc1C	chembl_parent	CHEMBL1233985	1	True
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C	chembl_parent	CHEMBL1534	171	False
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C	chembl_parent	CHEMBL1201794	79	False
Cc1cc2nc3cc(C)c(N)cc3[n+](-c3ccccc3)c2cc1N	chembl_parent	CHEMBL355194	5	True
Cc1cc2nc3ccc(N(C)C)cc3[s+]c2cc1N	chembl_parent	CHEMBL1622638	1	True
Cc1cc2nc3ccc(N(C)C)cc3nc2cc1N	chembl_parent	CHEMBL278037	43	False
Cc1cc2ncn(/N=C/c3ccc([N+](=O)[O-])o3)c2cc1C	chembl_parent	CHEMBL1982308	54	False
Cc1cc2ncn(C3CC(=O)N(C)C3=O)c2cc1C	chembl_parent	CHEMBL1735910	9	True
Cc1cc2ncn(CC(=O)O)c2cc1C	chembl_parent	CHEMBL1742310	5	True
Cc1cc2nnc(SCC(=O)N3CCN(c4ccccc4)CC3)n2c(N)n1	chembl_parent	CHEMBL1339377	12	True
Cc1cc2nnc(SCC(=O)OC(C)C)n2c2ccccc12	chembl_parent	CHEMBL1339710	20	True
Cc1cc2nnc(SCCCCN3C(=O)c4ccccc4C3=O)n2c2ccccc12	chembl_parent	CHEMBL1323391	9	True
Cc1cc[n+](CC(=O)Nc2cc(C(F)(F)F)ccc2Cl)cc1	chembl_parent	CHEMBL1625502	0	True
Cc1ccc(-[n+]2cc(=O)o[nH]2)cc1	chembl_parent	CHEMBL1358816	6	True
Cc1ccc(-c2c(C#N)c(N)n(-c3ccccc3)c(=O)c2C#N)cc1	chembl_parent	CHEMBL1594988	13	True
Cc1ccc(-c2c(C#N)cnc3c(N=Nc4ccccc4Cl)c(N)nn23)cc1	chembl_parent	CHEMBL1404456	13	True
Cc1ccc(-c2c(C)sc(NC(=O)C3C4CCC(O4)C3C(=O)O)c2C(=O)OC(C)C)cc1	chembl_parent	CHEMBL1566014	19	True
Cc1ccc(-c2c(CN3CCN(c4cccc(C(F)(F)F)c4)CC3)csc2C)cc1	chembl_parent	CHEMBL1894965	4	True
Cc1ccc(-c2c3c(nc4sc(C(N)=O)c(N)c24)CCC3)cc1	chembl_parent	CHEMBL1479862	34	False
Cc1ccc(-c2cc(-c3nnc(SCC(=O)NC(C)C(C)C)n3N)c3ccccc3n2)cc1	chembl_parent	CHEMBL1331952	22	True
Cc1ccc(-c2cc(C(=O)N3CCN(c4ccc(F)cc4)CC3)c3ccccc3n2)o1	chembl_parent	CHEMBL1386571	36	False
Cc1ccc(-c2cc(C(=O)NCc3ccc(S(N)(=O)=O)cc3)c3ccccc3n2)cc1C	chembl_parent	CHEMBL2430431	2	True
Cc1ccc(-c2cc(C(=O)NCc3ccco3)c3ccccc3n2)s1	chembl_parent	CHEMBL1458664	46	False
Cc1ccc(-c2cc(C(=O)NCc3cnn(C)c3)c3cc(Br)ccc3n2)cc1	chembl_parent	CHEMBL1375116	36	False
Cc1ccc(-c2cc(C(=O)NN=C3CCCC3)c3ccccc3n2)cc1	chembl_parent	CHEMBL1344685	17	True
Cc1ccc(-c2cc(C(=O)Nc3ccc(-c4nn[nH]n4)cc3)c3ccccc3n2)cc1C	chembl_parent	CHEMBL3184258	1	True
Cc1ccc(-c2cc(C(=O)Nc3ccc(-c4noc(=O)[nH]4)cc3)c3ccccc3n2)cc1C	chembl_parent	CHEMBL3182648	1	True
Cc1ccc(-c2cc(C(=O)Nc3ccc(-n4cncn4)cc3)c3ccccc3n2)cc1C	chembl_parent	CHEMBL3182550	1	True
Cc1ccc(-c2cc(C(=O)Nc3ccc(C#N)cc3)c3ccccc3n2)cc1C	chembl_parent	CHEMBL3182539	1	True
Cc1ccc(-c2cc(C(=O)Nc3ccc(S(=O)(=O)N(C)C)cc3)c3ccccc3n2)cc1C	chembl_parent	CHEMBL3392777	1	True
Cc1ccc(-c2cc(C(=O)Nc3ccc(S(=O)(=O)N(C)Cc4nccs4)cc3)c3ccccc3n2)cc1C	chembl_parent	CHEMBL3392830	1	True
Cc1ccc(-c2cc(C(=O)Nc3ccc(S(=O)(=O)NCc4nccs4)cc3)c3ccccc3n2)cc1C	chembl_parent	CHEMBL3392774	1	True
Cc1ccc(-c2cc(C(=O)Nc3ccc(S(=O)(=O)Nc4ccc(C#N)cc4)cc3)c3ccccc3n2)cc1C	chembl_parent	CHEMBL3392740	1	True
Cc1ccc(-c2cc(C(=O)Nc3cccc(S(=O)(=O)Nc4nccs4)c3)c3ccccc3n2)cc1C	chembl_parent	CHEMBL3392706	1	True
Cc1ccc(-c2cc(C(=O)Nc3cccc(S(N)(=O)=O)c3)c3ccccc3n2)cc1C	chembl_parent	CHEMBL3392867	1	True
Cc1ccc(-c2cc(C(=O)Nc3ncco3)c3ccccc3n2)cc1C	chembl_parent	CHEMBL3181992	3	True
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1	chembl_parent	CHEMBL118	3689	False
Cc1ccc(-c2cc(C(F)F)n3ncc(C(=O)Nc4c(C)nn(Cc5c(Cl)cccc5Cl)c4C)c3n2)cc1	chembl_parent	CHEMBL1567265	19	True
Cc1ccc(-c2cc(N)n(-c3ccc(C)cc3)n2)cc1	chembl_parent	CHEMBL1371014	38	False
Cc1ccc(-c2cc(N)n3nc(-c4ccc(C)cc4)cc3n2)cc1	chembl_parent	CHEMBL1318254	31	False
Cc1ccc(-c2ccc(/C=N/N3C(=O)C4C5C=CC(C6CC56)C4C3=O)o2)c([N+](=O)[O-])c1	chembl_parent	CHEMBL3192271	30	False
Cc1ccc(-c2ccc(/C=N/NC(=S)Nc3ccccc3)o2)cc1[N+](=O)[O-]	chembl_parent	CHEMBL1972348	32	False
Cc1ccc(-c2ccc(/C=N\NC(=O)c3cc4c(ccc5ccccc54)o3)o2)cc1[N+](=O)[O-]	chembl_parent	CHEMBL3207715	25	False
Cc1ccc(-c2ccc(=O)n(CC(=O)N3CCN(c4cccc(C)c4)C(C)C3)n2)cc1	chembl_parent	CHEMBL1572383	28	False
Cc1ccc(-c2ccc(=O)n(CC(=O)NCCN(C)C)n2)cc1	chembl_parent	CHEMBL1414636	14	True
Cc1ccc(-c2ccc(=O)n(CC(=O)NCCN3CCCCC3C)n2)cc1	chembl_parent	CHEMBL1482437	11	True
Cc1ccc(-c2ccc(=O)n(CC(=O)NCc3ccco3)n2)cc1	chembl_parent	CHEMBL1599203	9	True
Cc1ccc(-c2ccc(CCC(=O)O)n2CC2CCCO2)cc1	chembl_parent	CHEMBL1312956	22	True
Cc1ccc(-c2ccc(CCC(=O)O)o2)cc1	chembl_parent	CHEMBL1302444	28	False
Cc1ccc(-c2ccc(CNc3nc(-c4ccccc4C(C)C)ncc3C)cc2)cn1	chembl_parent	CHEMBL3182033	5	True
Cc1ccc(-c2cccc(OC(=O)c3ccccc3F)c2)cc1	chembl_parent	CHEMBL1562895	15	True
Cc1ccc(-c2ccccc2)cc1	chembl_parent	CHEMBL3187976	0	True
Cc1ccc(-c2ccccc2C#N)cc1	chembl_parent	CHEMBL3187557	4	True
Cc1ccc(-c2ccnc(=S)[nH]2)cc1	chembl_parent	CHEMBL1557212	26	False
Cc1ccc(-c2ccnc(N3CCC(C(N)=O)CC3)n2)cc1	chembl_parent	CHEMBL1722309	5	True
Cc1ccc(-c2cnc(NC(=O)CCC(=O)N3CCCCC3)n2C)cc1	chembl_parent	CHEMBL1386134	17	True
Cc1ccc(-c2cnn(-c3cccc(C(F)(F)F)c3)c2N)cc1	chembl_parent	CHEMBL1350079	23	True
Cc1ccc(-c2csc(C(C#N)=C3CCCC3)n2)cc1	chembl_parent	CHEMBL1320000	25	False
Cc1ccc(-c2csc(Cc3nc(-c4cc5ccccc5oc4=O)cs3)n2)cc1	chembl_parent	CHEMBL1409809	27	False
Cc1ccc(-c2csc(N/N=C/c3ccco3)n2)cc1	chembl_parent	CHEMBL3208389	34	False
Cc1ccc(-c2csc(N3CCC(C(N)=O)CC3)n2)cc1	chembl_parent	CHEMBL1360417	23	True
Cc1ccc(-c2csc(N3CCC(NS(=O)(=O)c4ccc5c(c4)OCCO5)CC3)n2)cc1	chembl_parent	CHEMBL1489033	45	False
Cc1ccc(-c2csc(NC(=O)c3ccccc3NS(=O)(=O)c3ccc(C)cc3)n2)cc1	chembl_parent	CHEMBL3392796	1	True
Cc1ccc(-c2csc(NC(=O)c3ccncc3NS(=O)(=O)c3ccc(C)cc3)n2)cc1	chembl_parent	CHEMBL3392858	1	True
Cc1ccc(-c2csc(NC(=S)NC(=O)/C=C/c3ccco3)n2)cc1	chembl_parent	CHEMBL1506066	33	False
Cc1ccc(-c2csc(Nc3ccc(S(=O)(=O)Nc4nccs4)cc3)n2)cc1C	chembl_parent	CHEMBL3392826	1	True
Cc1ccc(-c2csc3ncnc(NCCN4CCOCC4)c23)cc1	chembl_parent	CHEMBL1576560	26	False
Cc1ccc(-c2csc3ncnc(SCC(=O)c4ccc5c(c4)OCCO5)c23)cc1	chembl_parent	CHEMBL1347205	17	True
Cc1ccc(-c2n[nH]c(=S)n2/N=C/c2cccn2C)cc1	chembl_parent	CHEMBL3199344	17	True
Cc1ccc(-c2nc(-c3nccc4ccccc34)oc2-c2ccccc2)cc1	chembl_parent	CHEMBL1477383	118	False
Cc1ccc(-c2nc3c(=O)n(C)c4ccccc4c3o2)cc1	chembl_parent	CHEMBL1545534	22	True
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1	chembl_parent	CHEMBL911	622	False
Cc1ccc(-c2nc3ccccc3[nH]2)cc1NC(=O)c1ccc2c(c1)OCO2	chembl_parent	CHEMBL1450602	23	True
Cc1ccc(-c2nc3ccccc3[nH]2)cc1NC(=O)c1sc2ccccc2c1Cl	chembl_parent	CHEMBL1575261	24	True
Cc1ccc(-c2nc3ccccc3c(=O)n2-c2ncccc2C)cc1	chembl_parent	CHEMBL1441795	11	True
Cc1ccc(-c2nc3ccccc3o2)cc1NC(=O)Cc1cccs1	chembl_parent	CHEMBL1330811	19	True
Cc1ccc(-c2nc3ccccc3s2)cc1NC(=O)c1cc(-n2cnnc2)ccc1Cl	chembl_parent	CHEMBL1325709	34	False
Cc1ccc(-c2nc3ccccc3s2)cc1NC(=S)NC(=O)/C=C/c1ccco1	chembl_parent	CHEMBL1408090	40	False
Cc1ccc(-c2nc3ccccc3s2)cc1NC(=S)NC(=O)c1ccccc1	chembl_parent	CHEMBL1496528	26	False
Cc1ccc(-c2nc3ncccn3c2NC(=O)C2CC2)cc1	chembl_parent	CHEMBL1519137	18	True
Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1	chembl_parent	CHEMBL416146	245	False
Cc1ccc(-c2ncccc2OC(=O)C23CC4CC(CC(C4)C2)C3)cc1	chembl_parent	CHEMBL1624295	0	True
Cc1ccc(-c2nn(-c3ccccc3)cc2/C=N/NS(=O)(=O)c2ccccc2)cc1	chembl_parent	CHEMBL1990383	29	False
Cc1ccc(-c2nn(-c3ccccc3)cc2CSC(=N)N)cc1	chembl_parent	CHEMBL1623421	0	True
Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1	chembl_parent	CHEMBL306380	337	False
Cc1ccc(-c2nn(C)c(=O)c3ccccc23)cc1CNC(=O)Cn1nc(-c2ccccc2)c2ccccc2c1=O	chembl_parent	CHEMBL1594232	10	True
Cc1ccc(-c2nn(CC(C)(C)C)c3ncnc(N)c23)cc1	chembl_parent	CHEMBL1321421	15	True
Cc1ccc(-c2nn3c(C)nnc3c3ccccc23)cc1S(=O)(=O)NCCN1CCOCC1	chembl_parent	CHEMBL1301765	23	True
Cc1ccc(-c2nn3c(C)nnc3c3ccccc23)cc1S(=O)(=O)NCc1ccccc1	chembl_parent	CHEMBL1348993	41	False
Cc1ccc(-c2nnc(-c3ccc(NC(=O)c4cccs4)cc3)o2)cc1	chembl_parent	CHEMBL1535457	28	False
Cc1ccc(-c2nnc(-c3ccc4ccccc4c3)o2)cc1	chembl_parent	CHEMBL1405325	91	False
Cc1ccc(-c2nnc(-c3ccccc3S(=O)(=O)Cc3ccc(Cl)cc3)o2)cc1	chembl_parent	CHEMBL1383143	20	True
Cc1ccc(-c2nnc(C)c(N3CC(C)OC(C)C3)n2)cc1	chembl_parent	CHEMBL1537880	12	True
Cc1ccc(-c2nnc(N(C)C(=O)c3cccnc3)s2)cc1	chembl_parent	CHEMBL1466675	19	True
Cc1ccc(-c2nnc(N3CCC(C(N)=O)CC3)s2)cc1	chembl_parent	CHEMBL1717785	5	True
Cc1ccc(-c2nnc(Nc3ccc(Br)cc3)c3ccccc23)cc1S(=O)(=O)N1CCN(C)CC1	chembl_parent	CHEMBL1363163	12	True
Cc1ccc(-c2nnc(SCC(=O)NNC(=O)COc3cccc(C)c3)n2C)cc1	chembl_parent	CHEMBL1742100	7	True
Cc1ccc(-c2nnc(SCC(C)C)n2C)cc1	chembl_parent	CHEMBL1480104	31	False
Cc1ccc(-c2nnn(CC(=O)N(c3ccccc3)C(C(=O)NCC3CCCO3)c3ccc(Cl)cc3)n2)cc1	chembl_parent	CHEMBL1353404	14	True
Cc1ccc(-c2noc(-c3cc4ccccc4oc3=O)n2)cc1	chembl_parent	CHEMBL1403554	22	True
Cc1ccc(-c2noc(/C=C/c3ccccc3)n2)cc1	chembl_parent	CHEMBL1521204	25	False
Cc1ccc(-c2noc(CN(C(=O)C34CC5CC(CC(C5)C3)C4)C(C)C)n2)cc1	chembl_parent	CHEMBL1321209	12	True
Cc1ccc(-c2noc(CN3CCN(C(c4ccccc4)c4ccccc4)CC3)n2)cc1	chembl_parent	CHEMBL1725604	16	True
Cc1ccc(-n2[nH]c(=O)c3cccnc32)cc1	chembl_parent	CHEMBL1319232	15	True
Cc1ccc(-n2c(-c3cc(C)n(C)n3)n[nH]c2=S)cc1	chembl_parent	CHEMBL1307784	16	True
Cc1ccc(-n2c(-c3ccc(Br)cc3)c[n+]3c2CCc2ccc4cccnc4c2-3)cc1	chembl_parent	CHEMBL1624511	0	True
Cc1ccc(-n2c(-c3ccccc3)cc(=O)nc2C)cc1	chembl_parent	CHEMBL1543021	14	True
Cc1ccc(-n2c(=O)[nH]cc(C(=O)N3CCc4ccccc43)c2=O)cc1	chembl_parent	CHEMBL1611857	10	True
Cc1ccc(-n2c(=O)c3sccc3n(CC(=O)NCc3ccco3)c2=O)cc1F	chembl_parent	CHEMBL1460159	18	True
Cc1ccc(-n2c(=O)cc(N3CCC(C)CC3)[nH]c2=O)cc1	chembl_parent	CHEMBL1343426	10	True
Cc1ccc(-n2c(C)cc(-c3nnc4n3CCCCC4)c2C)cc1	chembl_parent	CHEMBL3103000	16	True
Cc1ccc(-n2c(C)cc(/C=C(\C#N)C(=O)NCC3CCCO3)c2C)cc1	chembl_parent	CHEMBL1531688	36	False
Cc1ccc(-n2c(C)cc(C(=O)CSc3n[nH]c(N)n3)c2C)cc1	chembl_parent	CHEMBL1424441	22	True
Cc1ccc(-n2c(C)cc(C(=S)N3CCOCC3)c2C)cc1C	chembl_parent	CHEMBL1603445	25	False
Cc1ccc(-n2c(C)cc(C3=NNC(=NC4CC4)SC3)c2C)cc1C	chembl_parent	CHEMBL1594926	51	False
Cc1ccc(-n2c(C)nc3c(cnn3-c3ccc(F)cc3)c2=O)cc1C	chembl_parent	CHEMBL1468477	20	True
Cc1ccc(-n2c(C)nnc2SCC(=O)N2CCc3ccccc3C2)cc1C	chembl_parent	CHEMBL1548344	12	True
Cc1ccc(-n2c(CCC(=O)O)ccc2-c2cccs2)cc1C	chembl_parent	CHEMBL1332143	42	False
Cc1ccc(-n2c(Cc3cccn3C)nnc2SCC(=O)N2CCc3ccccc32)cc1	chembl_parent	CHEMBL1303309	22	True
Cc1ccc(-n2c(N)c(C(=O)NCc3ccco3)sc2=S)cc1	chembl_parent	CHEMBL1388488	19	True
Cc1ccc(-n2c(O)cnc2Nc2nc(C)cc(C)n2)cc1	chembl_parent	CHEMBL1557279	10	True
Cc1ccc(-n2c(SCC(=O)N3CCOCC3)nnc2-c2cccnc2)cc1	chembl_parent	CHEMBL1547530	14	True
Cc1ccc(-n2c(SCC(=O)NCc3ccco3)nc3sc4c(c3c2=O)CC(C)(C)SC4)cc1	chembl_parent	CHEMBL1523038	22	True
Cc1ccc(-n2c(SCc3ccc([N+](=O)[O-])cc3)nc3ccccc3c2=O)cc1	chembl_parent	CHEMBL1376830	19	True
Cc1ccc(-n2c([O-])nc(-[n+]3ccccc3)c2C=O)cc1	chembl_parent	CHEMBL1403606	19	True
Cc1ccc(-n2c3c(c(=O)[nH]c2=O)C(C(F)(F)F)(C(F)(F)F)NC(=O)N3)cc1	chembl_parent	CHEMBL1413001	9	True
Cc1ccc(-n2c3c(c(=O)[nH]c2=O)C(NS(=O)(=O)c2ccc(C)cc2)(C(F)(F)F)C(=O)N3)cc1	chembl_parent	CHEMBL1449859	12	True
Cc1ccc(-n2cc(C(=O)c3ccc4ccccc4c3O)cn2)cc1	chembl_parent	CHEMBL1380350	10	True
Cc1ccc(-n2ccc(=O)c(-c3ccnc(SCc4cccc(Cl)c4)n3)n2)cc1	chembl_parent	CHEMBL1508431	32	False
Cc1ccc(-n2ccnc2SCC(=O)N(CC(C)C)C2CCS(=O)(=O)C2)c(C)c1	chembl_parent	CHEMBL1577470	19	True
Cc1ccc(-n2cnc(=O)c3cccnc32)cc1	chembl_parent	CHEMBL1547236	11	True
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1	chembl_parent	CHEMBL103667	2143	False
Cc1ccc(-n2nc(C)c3c(-c4ccc(O)c(O)c4)c(C#N)c(N)nc32)cc1C	chembl_parent	CHEMBL4580902	24	True
Cc1ccc(-n2nc(C)c3c2OC(N)=C(C#N)C3c2ccco2)cc1	chembl_parent	CHEMBL1391390	40	False
Cc1ccc(-n2nc3c(=O)n(CCCC(=O)NC(C)c4ccccc4)nc(C)c3c2C)cc1	chembl_parent	CHEMBL1873767	3	True
Cc1ccc(-n2nc3c(=O)n(CCCC(=O)NCc4ccc(F)cc4)nc(C)c3c2C)cc1	chembl_parent	CHEMBL1724151	14	True
Cc1ccc(-n2nc3c(=O)n(CCCC(=O)NCc4ccccc4F)nc(C)c3c2C)cc1	chembl_parent	CHEMBL1486414	13	True
Cc1ccc(-n2nc3c(N4CCCC(C(=O)NCc5ccccc5C)C4)nnc(C)c3c2C)cc1	chembl_parent	CHEMBL1496115	20	True
Cc1ccc(-n2nc3c(c2NC(=O)c2cccs2)CSC3)cc1	chembl_parent	CHEMBL1321686	25	False
Cc1ccc(-n2nc3ccc(NC(=O)c4ccc5c(c4)OCO5)cc3n2)cc1	chembl_parent	CHEMBL1535180	22	True
Cc1ccc(-n2ncc(N(C)C)c(Cl)c2=O)cc1	chembl_parent	CHEMBL1597869	24	True
