smiles,rdkit__qed,rdkit__MolWt,rdkit__HeavyAtomMolWt,rdkit__ExactMolWt,rdkit__MaxPartialCharge,rdkit__MinPartialCharge,rdkit__MaxAbsPartialCharge,rdkit__MinAbsPartialCharge,rdkit__LabuteASA,rdkit__TPSA,rdkit__FractionCSP3,rdkit__HeavyAtomCount,rdkit__NHOHCount,rdkit__NOCount,rdkit__NumAliphaticCarbocycles,rdkit__NumAliphaticHeterocycles,rdkit__NumAliphaticRings,rdkit__NumAromaticCarbocycles,rdkit__NumAromaticHeterocycles,rdkit__NumAromaticRings,rdkit__NumHAcceptors,rdkit__NumHDonors,rdkit__NumHeteroatoms,rdkit__NumRotatableBonds,rdkit__NumSaturatedCarbocycles,rdkit__NumSaturatedHeterocycles,rdkit__NumSaturatedRings,rdkit__RingCount,rdkit__MolLogP,rdkit__fr_Al_COO,rdkit__fr_Al_OH,rdkit__fr_Al_OH_noTert,rdkit__fr_ArN,rdkit__fr_Ar_COO,rdkit__fr_Ar_N,rdkit__fr_Ar_NH,rdkit__fr_Ar_OH,rdkit__fr_COO,rdkit__fr_COO2,rdkit__fr_C_O,rdkit__fr_C_O_noCOO,rdkit__fr_C_S,rdkit__fr_HOCCN,rdkit__fr_Imine,rdkit__fr_NH0,rdkit__fr_NH1,rdkit__fr_NH2,rdkit__fr_N_O,rdkit__fr_Ndealkylation1,rdkit__fr_Ndealkylation2,rdkit__fr_Nhpyrrole,rdkit__fr_SH,rdkit__fr_aldehyde,rdkit__fr_alkyl_carbamate,rdkit__fr_alkyl_halide,rdkit__fr_allylic_oxid,rdkit__fr_amide,rdkit__fr_amidine,rdkit__fr_aniline,rdkit__fr_aryl_methyl,rdkit__fr_azide,rdkit__fr_azo,rdkit__fr_barbitur,rdkit__fr_benzene,rdkit__fr_benzodiazepine,rdkit__fr_bicyclic,rdkit__fr_diazo,rdkit__fr_dihydropyridine,rdkit__fr_epoxide,rdkit__fr_ester,rdkit__fr_ether,rdkit__fr_furan,rdkit__fr_guanido,rdkit__fr_halogen,rdkit__fr_hdrzine,rdkit__fr_hdrzone,rdkit__fr_imidazole,rdkit__fr_imide,rdkit__fr_isocyan,rdkit__fr_isothiocyan,rdkit__fr_ketone,rdkit__fr_ketone_Topliss,rdkit__fr_lactam,rdkit__fr_lactone,rdkit__fr_methoxy,rdkit__fr_morpholine,rdkit__fr_nitrile,rdkit__fr_nitro,rdkit__fr_nitro_arom,rdkit__fr_nitro_arom_nonortho,rdkit__fr_nitroso,rdkit__fr_oxazole,rdkit__fr_oxime,rdkit__fr_para_hydroxylation,rdkit__fr_phenol,rdkit__fr_phenol_noOrthoHbond,rdkit__fr_phos_acid,rdkit__fr_phos_ester,rdkit__fr_piperdine,rdkit__fr_piperzine,rdkit__fr_priamide,rdkit__fr_prisulfonamd,rdkit__fr_pyridine,rdkit__fr_quatN,rdkit__fr_sulfide,rdkit__fr_sulfonamd,rdkit__fr_sulfone,rdkit__fr_term_acetylene,rdkit__fr_tetrazole,rdkit__fr_thiazole,rdkit__fr_thiocyan,rdkit__fr_thiophene,rdkit__fr_unbrch_alkane,rdkit__fr_urea,pka__num_basic_sites,pka__num_acidic_sites,pka__num_ionizable_sites,pka__has_basic_site,pka__has_acidic_site,pka__is_amphoteric,pka__most_basic_pka,pka__most_acidic_pka,pka__logd_ph,pka__logp_wildman_crippen,pka__logd_estimate,pka__fraction_neutral,pka__base_site_pka_min,pka__base_site_pka_max,pka__base_site_pka_mean,pka__base_site_pka_std,pka__base_site_pka_sum,pka__base_site_pka_range,pka__acid_site_pka_min,pka__acid_site_pka_max,pka__acid_site_pka_mean,pka__acid_site_pka_std,pka__acid_site_pka_sum,pka__acid_site_pka_range,pka__warning_count,pka__warning_multiple_basic_sites,pka__warning_multiple_acidic_sites,pka__warning_amphoteric,pka__warning_fraction_neutral_clamped,pka__warning_fraction_neutral_tiny,pka__base_site_pka_rank_1,pka__base_site_pka_rank_2,pka__base_site_pka_rank_3,pka__base_site_pka_rank_4,pka__base_site_pka_rank_5,pka__base_site_pka_rank_6,pka__base_site_pka_rank_7,pka__acid_site_pka_rank_1,pka__acid_site_pka_rank_2,pka__acid_site_pka_rank_3,pka__acid_site_pka_rank_4,pka__acid_site_pka_rank_5,pka__acid_site_pka_rank_6,pka__acid_site_pka_rank_7,pka__acid_site_pka_rank_8,pka__acid_site_pka_rank_9,pka__acid_site_pka_rank_10,pka__acid_site_pka_rank_11,pka__acid_site_pka_rank_12,pka__acid_site_pka_rank_13,pka__acid_site_pka_rank_14,pka__acid_site_pka_rank_15,pka__acid_site_pka_rank_16,pka__acid_site_pka_rank_17,pka__acid_site_pka_rank_18,pka__acid_site_pka_rank_19,pka__acid_site_pka_rank_20,pka__acid_site_pka_rank_21,pka__acid_site_pka_rank_22,pka__acid_site_pka_rank_23
CCC(=O)OC1(c2ccccc2)CCN(C)CC1C,0.7836008475925973,261.36499999999995,238.18099999999995,261.172878976,0.3059032783725432,-0.4537744213113976,0.4537744213113976,0.3059032783725432,115.10989410968784,29.54,0.5625,19.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,3.0,3.0,0.0,1.0,1.0,2.0,2.806700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,7.3896,,7.4,2.8067,2.5108,0.506,7.3896,7.3896,7.3896,0.0,7.3896,0.0,,,,,0.0,,0,0,0,0,0,0,7.3896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,0.9339413767145556,329.3710000000001,309.21100000000007,329.14272171999994,0.2308037389803867,-0.4930883683108535,0.4930883683108535,0.2308037389803867,140.0874630943337,39.72,0.3684210526315789,24.0,1.0,4.0,0.0,2.0,2.0,2.0,0.0,2.0,4.0,1.0,5.0,4.0,0.0,1.0,1.0,4.0,3.326500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,9.7611,,7.4,3.3265,0.9635,0.0043,9.7611,9.7611,9.7611,0.0,9.7611,0.0,,,,,0.0,,0,0,0,0,0,0,9.7611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clc1ccccc1C1=NCc2nnc(C3CCCCC3)n2-c2sc(Br)cc21,0.4596034131872579,461.81600000000014,443.6720000000001,460.012407356,0.159530485985519,-0.2758191294378802,0.2758191294378802,0.159530485985519,174.98684716644146,43.07,0.35,27.0,0.0,4.0,1.0,1.0,2.0,1.0,2.0,3.0,5.0,0.0,7.0,2.0,1.0,0.0,1.0,5.0,6.143400000000003,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,3,1,0,0,5.0039,,7.4,6.1434,6.1417,0.996,2.391,5.0039,3.275133333333333,1.2225289917034914,9.8254,2.6129,,,,,0.0,,1,1,0,0,0,0,5.0039,2.4305,2.391,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCCn1ncc2cc(Cl)c(Cl)cc21,0.8596070514570278,230.098,221.02599999999995,229.017352648,0.069835322833063,-0.3286461995650179,0.3286461995650179,0.069835322833063,91.39660848776232,43.84,0.2222222222222222,14.0,2.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,5.0,2.0,0.0,0.0,0.0,2.0,2.3018,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,3,1,0,0,8.6807,,7.4,2.3018,0.9989,0.0498,3.7635,8.6807,5.4802,2.265091725883671,16.4406,4.917199999999999,,,,,0.0,,1,1,0,0,0,0,8.6807,3.9964,3.7635,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cc1ccc(Cc2cnc(NCCSCc3ccc(C(C)(C)N)o3)[nH]c2=O)cn1,0.4621209229301149,413.5470000000002,386.3310000000001,413.188546104,0.255277317402198,-0.4632652857313465,0.4632652857313465,0.255277317402198,174.09278665974404,109.83,0.3809523809523809,29.0,4.0,7.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,3.0,8.0,9.0,0.0,0.0,0.0,3.0,3.1962200000000003,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,6,1,1,1,9.1884,9.5097,7.4,3.1962,1.3974,0.0159,4.6679,9.1884,6.931674999999999,1.6313018304026388,27.7267,4.520499999999999,9.5097,9.5712,9.54045,0.0307499999999993,19.0809,0.0614999999999987,3,1,1,1,0,0,9.1884,7.3973,6.4731,4.6679,,,,9.5097,9.5712,,,,,,,,,,,,,,,,,,,,,
CN1CCCc2cccc(OCC3CNCCO3)c21,0.8934343886451281,262.35299999999995,240.17699999999996,262.168127944,0.1425077309704747,-0.4886457190633128,0.4886457190633128,0.1425077309704747,114.24100615483316,33.730000000000004,0.6,19.0,1.0,4.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,1.0,4.0,3.0,0.0,1.0,1.0,3.0,1.4362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,1,0,0,8.1154,,7.4,1.4362,0.6443,0.1615,7.3188,8.1154,7.7171,0.3982999999999994,15.4342,0.7965999999999989,,,,,0.0,,1,1,0,0,0,0,8.1154,7.3188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCC1(c2ccccc2)OCC(C2CCCCN2)O1,0.9072863538720756,261.3649999999999,238.18099999999995,261.172878976,0.1946260664827139,-0.3430669931813161,0.3430669931813161,0.1946260664827139,114.84611459902638,30.49,0.625,19.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,1.0,3.0,3.0,0.0,2.0,2.0,3.0,2.8069000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,9.7382,,7.4,2.8069,0.4667,0.0046,9.7382,9.7382,9.7382,0.0,9.7382,0.0,,,,,0.0,,0,0,0,0,0,0,9.7382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1,0.759642524138309,344.9110000000001,323.74300000000005,344.11139735200004,0.0409630116859285,-0.3038253073576784,0.3038253073576784,0.0409630116859285,146.9774734119325,6.48,0.3684210526315789,23.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,3.0,0.0,4.0,1.0,0.0,1.0,1.0,4.0,4.335800000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,1,0,0,7.6374,,7.4,4.3358,3.9,0.3666,7.5798,7.6374,7.6086,0.0288000000000003,15.2172,0.0576000000000007,,,,,0.0,,1,1,0,0,0,0,7.6374,7.5798,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,0.7353683668937369,356.56,332.36800000000005,356.138090768,0.0401045340543506,-0.3038253073577053,0.3038253073577053,0.0401045340543506,153.16225932481262,6.48,0.4,24.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,4.0,0.0,4.0,2.0,0.0,1.0,1.0,4.0,4.4043000000000045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,1,0,0,7.6741,,7.4,4.4043,3.9449,0.3473,7.6123,7.6741,7.6432,0.0308999999999999,15.2864,0.0617999999999998,,,,,0.0,,1,1,0,0,0,0,7.6741,7.6123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC12CCC(CC1=O)C2(C)C,0.520631018455888,152.237,136.10899999999998,152.120115132,0.1390987462704969,-0.2990642887496957,0.2990642887496957,0.1390987462704969,68.17358985038432,17.07,0.9,11.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.401700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,,,7.4,2.4017,2.4017,1.0,,,,,0.0,,,,,,0.0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1(C)CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1,0.7558082289822229,383.3630000000003,355.1390000000002,382.157868876,0.2267858640094605,-0.338101948137246,0.338101948137246,0.2267858640094605,160.81665230820488,23.550000000000004,0.65,25.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,5.0,4.0,0.0,2.0,2.0,3.0,4.648900000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,9.0327,,7.4,4.6489,3.0062,0.0228,9.0327,9.0327,9.0327,0.0,9.0327,0.0,,,,,0.0,,0,0,0,0,0,0,9.0327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Cc1ccc(Cl)c(Cl)c1)N1CCCC[C@H]1CN1CCCC1,0.814739745454348,355.3090000000002,331.11700000000013,354.126568748,0.2267852051272085,-0.3381440265471454,0.3381440265471454,0.2267852051272085,148.08676807941168,23.550000000000004,0.6111111111111112,23.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,5.0,4.0,0.0,2.0,2.0,3.0,4.012800000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,8.9714,,7.4,4.0128,2.4299,0.0261,8.9714,8.9714,8.9714,0.0,8.9714,0.0,,,,,0.0,,0,0,0,0,0,0,8.9714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C(Cc1ccc(C(F)(F)F)cc1)N1CCCC[C@H]1CN1CCCC1,0.8226589540853693,354.41600000000017,329.21600000000007,354.19189808000004,0.4159098400632746,-0.3381440327133532,0.4159098400632746,0.3381440327133532,146.34178394882366,23.550000000000004,0.631578947368421,25.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,6.0,4.0,0.0,2.0,2.0,3.0,3.7248000000000023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,8.9906,,7.4,3.7248,2.1232,0.025,8.9906,8.9906,8.9906,0.0,8.9906,0.0,,,,,0.0,,0,0,0,0,0,0,8.9906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC1=CC=C2[C@H]3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5,0.8392202113085693,311.381,290.213,311.152143532,0.1690943633060005,-0.4971050607977231,0.4971050607977231,0.1690943633060005,135.87358928689147,30.930000000000003,0.4736842105263157,23.0,0.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,4.0,0.0,4.0,2.0,0.0,1.0,1.0,5.0,2.424500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,7.4844,,7.4,2.4245,2.0792,0.4516,7.4844,7.4844,7.4844,0.0,7.4844,0.0,,,,,0.0,,0,0,0,0,0,0,7.4844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC1[C@H]2C(=O)c3ccc(O)cc3[C@]1(C)CCN2CC1CC1,0.9079145519121836,285.387,262.203,285.17287897600005,0.180053991473983,-0.5079552277028561,0.5079552277028561,0.180053991473983,125.50880455411172,40.54,0.6111111111111112,21.0,1.0,3.0,2.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,4.0,2.966600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,1,1,1,6.5378,8.2154,7.4,2.9666,2.8489,0.7626,6.5378,6.5378,6.5378,0.0,6.5378,0.0,8.2154,8.2154,8.2154,0.0,8.2154,0.0,1,0,0,1,0,0,6.5378,,,,,,,8.2154,,,,,,,,,,,,,,,,,,,,,,
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,0.4542179585941736,470.01700000000034,437.7610000000003,469.224452944,0.3455353119749856,-0.4917337795656608,0.4917337795656608,0.3455353119749856,199.68897745780023,55.53,0.44,33.0,0.0,7.0,0.0,1.0,1.0,2.0,1.0,3.0,7.0,0.0,8.0,10.0,0.0,1.0,1.0,4.0,3.5519000000000025,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,4,1,0,0,7.4235,,7.4,3.5519,3.239,0.4865,4.2999,7.4235,6.075125,1.1347246634646662,24.3005,3.1236,,,,,0.0,,1,1,0,0,0,0,7.4235,6.5004,6.0767,4.2999,,,,,,,,,,,,,,,,,,,,,,,,,,
NCCc1cn2ccccc2n1,0.7087305115115554,161.20799999999997,150.11999999999998,161.095297352,0.1364675562301578,-0.3300833886531931,0.3300833886531931,0.1364675562301578,70.83898642146177,43.32,0.2222222222222222,12.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,0.8354999999999998,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,1,0,0,9.0157,,7.4,0.8355,-0.7906,0.0237,6.6205,9.0157,7.8181,1.1976000000000004,15.6362,2.395200000000001,,,,,0.0,,1,1,0,0,0,0,9.0157,6.6205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
