smiles	valid_rdkit	canonical_smiles	inchi_key	inchi_key_connectivity	chembl_full_inchikey_match	chembl_connectivity_match	chembl_ids	rdkit_valid	rdkit_canonical_smiles	rdkit_inchi_key	rdkit_inchi_key_connectivity	rdkit_full_match	rdkit_connectivity_match	rdkit_chembl_ids	rdkit_error	chembl_standardized_valid	chembl_standardized_canonical_smiles	chembl_standardized_inchi_key	chembl_standardized_inchi_key_connectivity	chembl_standardized_full_match	chembl_standardized_connectivity_match	chembl_standardized_chembl_ids	chembl_standardized_error	chembl_parent_valid	chembl_parent_canonical_smiles	chembl_parent_inchi_key	chembl_parent_inchi_key_connectivity	chembl_parent_full_match	chembl_parent_connectivity_match	chembl_parent_chembl_ids	chembl_parent_error
Cc1ccc(C2=NN(S(C)(=O)=O)C(c3cccs3)C2)cc1	True	Cc1ccc(C2=NN(S(C)(=O)=O)C(c3cccs3)C2)cc1	IOUORVYECQCYHG-UHFFFAOYSA-N	IOUORVYECQCYHG	True	True	CHEMBL1439808	True	Cc1ccc(C2=NN(S(C)(=O)=O)C(c3cccs3)C2)cc1	IOUORVYECQCYHG-UHFFFAOYSA-N	IOUORVYECQCYHG	True	True	CHEMBL1439808		True	Cc1ccc(C2=NN(S(C)(=O)=O)C(c3cccs3)C2)cc1	IOUORVYECQCYHG-UHFFFAOYSA-N	IOUORVYECQCYHG	True	True	CHEMBL1439808		True	Cc1ccc(C2=NN(S(C)(=O)=O)C(c3cccs3)C2)cc1	IOUORVYECQCYHG-UHFFFAOYSA-N	IOUORVYECQCYHG	True	True	CHEMBL1439808	
Cc1ccc(C2=NN=C(NC(=O)CSc3nncn3C)SC2)cc1	True	Cc1ccc(C2=NN=C(NC(=O)CSc3nncn3C)SC2)cc1	KUYXDMNXQLYCLY-UHFFFAOYSA-N	KUYXDMNXQLYCLY	True	True	CHEMBL1453846	True	Cc1ccc(C2=NN=C(NC(=O)CSc3nncn3C)SC2)cc1	KUYXDMNXQLYCLY-UHFFFAOYSA-N	KUYXDMNXQLYCLY	True	True	CHEMBL1453846		True	Cc1ccc(C2=NN=C(NC(=O)CSc3nncn3C)SC2)cc1	KUYXDMNXQLYCLY-UHFFFAOYSA-N	KUYXDMNXQLYCLY	True	True	CHEMBL1453846		True	Cc1ccc(C2=NN=C(NC(=O)CSc3nncn3C)SC2)cc1	KUYXDMNXQLYCLY-UHFFFAOYSA-N	KUYXDMNXQLYCLY	True	True	CHEMBL1453846	
Cc1ccc(C2=Nc3ccccc3S[C@@H](c3cccc([N+](=O)[O-])c3)C2)cc1	True	Cc1ccc(C2=Nc3ccccc3S[C@@H](c3cccc([N+](=O)[O-])c3)C2)cc1	PFFYFNYHJJAZOY-JOCHJYFZSA-N	PFFYFNYHJJAZOY	True	True	CHEMBL1516996	True	Cc1ccc(C2=Nc3ccccc3S[C@@H](c3cccc([N+](=O)[O-])c3)C2)cc1	PFFYFNYHJJAZOY-JOCHJYFZSA-N	PFFYFNYHJJAZOY	True	True	CHEMBL1516996		True	Cc1ccc(C2=Nc3ccccc3S[C@@H](c3cccc([N+](=O)[O-])c3)C2)cc1	PFFYFNYHJJAZOY-JOCHJYFZSA-N	PFFYFNYHJJAZOY	True	True	CHEMBL1516996		True	Cc1ccc(C2=Nc3ccccc3S[C@@H](c3cccc([N+](=O)[O-])c3)C2)cc1	PFFYFNYHJJAZOY-JOCHJYFZSA-N	PFFYFNYHJJAZOY	True	True	CHEMBL1516996	
Cc1ccc(C2C(=O)N(C3CCCC3)CC(=O)N2CC2COc3ccccc3O2)cc1	True	Cc1ccc(C2C(=O)N(C3CCCC3)CC(=O)N2CC2COc3ccccc3O2)cc1	ZEKUXLFHIUELLN-UHFFFAOYSA-N	ZEKUXLFHIUELLN	True	True	CHEMBL1559560	True	Cc1ccc(C2C(=O)N(C3CCCC3)CC(=O)N2CC2COc3ccccc3O2)cc1	ZEKUXLFHIUELLN-UHFFFAOYSA-N	ZEKUXLFHIUELLN	True	True	CHEMBL1559560		True	Cc1ccc(C2C(=O)N(C3CCCC3)CC(=O)N2CC2COc3ccccc3O2)cc1	ZEKUXLFHIUELLN-UHFFFAOYSA-N	ZEKUXLFHIUELLN	True	True	CHEMBL1559560		True	Cc1ccc(C2C(=O)N(C3CCCC3)CC(=O)N2CC2COc3ccccc3O2)cc1	ZEKUXLFHIUELLN-UHFFFAOYSA-N	ZEKUXLFHIUELLN	True	True	CHEMBL1559560	
Cc1ccc(C2C(C(=O)c3ccco3)=C(O)C(=O)N2c2nnc(C)s2)cc1	True	Cc1ccc(C2C(C(=O)c3ccco3)=C(O)C(=O)N2c2nnc(C)s2)cc1	UCSJLIKOWGXICD-UHFFFAOYSA-N	UCSJLIKOWGXICD	True	True	CHEMBL1609156	True	Cc1ccc(C2C(C(=O)c3ccco3)=C(O)C(=O)N2c2nnc(C)s2)cc1	UCSJLIKOWGXICD-UHFFFAOYSA-N	UCSJLIKOWGXICD	True	True	CHEMBL1609156		True	Cc1ccc(C2C(C(=O)c3ccco3)=C(O)C(=O)N2c2nnc(C)s2)cc1	UCSJLIKOWGXICD-UHFFFAOYSA-N	UCSJLIKOWGXICD	True	True	CHEMBL1609156		True	Cc1ccc(C2C(C(=O)c3ccco3)=C(O)C(=O)N2c2nnc(C)s2)cc1	UCSJLIKOWGXICD-UHFFFAOYSA-N	UCSJLIKOWGXICD	True	True	CHEMBL1609156	
Cc1ccc(C2C(C(=O)c3sc(C)nc3C)=C(O)C(=O)N2CCN2CCOCC2)o1	True	Cc1ccc(C2C(C(=O)c3sc(C)nc3C)=C(O)C(=O)N2CCN2CCOCC2)o1	YWLFUDVVYHKELX-UHFFFAOYSA-N	YWLFUDVVYHKELX	True	True	CHEMBL1466584	True	Cc1ccc(C2C(C(=O)c3sc(C)nc3C)=C(O)C(=O)N2CCN2CCOCC2)o1	YWLFUDVVYHKELX-UHFFFAOYSA-N	YWLFUDVVYHKELX	True	True	CHEMBL1466584		True	Cc1ccc(C2C(C(=O)c3sc(C)nc3C)=C(O)C(=O)N2CCN2CCOCC2)o1	YWLFUDVVYHKELX-UHFFFAOYSA-N	YWLFUDVVYHKELX	True	True	CHEMBL1466584		True	Cc1ccc(C2C(C(=O)c3sc(C)nc3C)=C(O)C(=O)N2CCN2CCOCC2)o1	YWLFUDVVYHKELX-UHFFFAOYSA-N	YWLFUDVVYHKELX	True	True	CHEMBL1466584	
Cc1ccc(C2C(C=Nc3c(C)n(C)n(-c4ccccc4)c3=O)=C(c3ccccc3)Oc3ccccc32)cc1	True	Cc1ccc(C2C(C=Nc3c(C)n(C)n(-c4ccccc4)c3=O)=C(c3ccccc3)Oc3ccccc32)cc1	MNXDKWXDLTUETH-UHFFFAOYSA-N	MNXDKWXDLTUETH	False	True		True	Cc1ccc(C2C(C=Nc3c(C)n(C)n(-c4ccccc4)c3=O)=C(c3ccccc3)Oc3ccccc32)cc1	MNXDKWXDLTUETH-UHFFFAOYSA-N	MNXDKWXDLTUETH	False	True			True	Cc1ccc(C2C(C=Nc3c(C)n(C)n(-c4ccccc4)c3=O)=C(c3ccccc3)Oc3ccccc32)cc1	MNXDKWXDLTUETH-UHFFFAOYSA-N	MNXDKWXDLTUETH	False	True			True	Cc1ccc(C2C(C=Nc3c(C)n(C)n(-c4ccccc4)c3=O)=C(c3ccccc3)Oc3ccccc32)cc1	MNXDKWXDLTUETH-UHFFFAOYSA-N	MNXDKWXDLTUETH	False	True		
Cc1ccc(C2C3=C(CCCC3=O)Nc3nc(SCC(=O)NCc4ccco4)[nH]c(=O)c32)cc1	True	Cc1ccc(C2C3=C(CCCC3=O)Nc3nc(SCC(=O)NCc4ccco4)[nH]c(=O)c32)cc1	ZWMXENLBUCBJMU-UHFFFAOYSA-N	ZWMXENLBUCBJMU	False	False		True	Cc1ccc(C2C3=C(CCCC3=O)Nc3nc(SCC(=O)NCc4ccco4)[nH]c(=O)c32)cc1	ZWMXENLBUCBJMU-UHFFFAOYSA-N	ZWMXENLBUCBJMU	False	False			True	Cc1ccc(C2C3=C(CCCC3=O)Nc3nc(SCC(=O)NCc4ccco4)[nH]c(=O)c32)cc1	ZWMXENLBUCBJMU-UHFFFAOYSA-N	ZWMXENLBUCBJMU	False	False			True	Cc1ccc(C2C3=C(CCCC3=O)Nc3nc(SCC(=O)NCc4ccco4)[nH]c(=O)c32)cc1	ZWMXENLBUCBJMU-UHFFFAOYSA-N	ZWMXENLBUCBJMU	False	False		
Cc1ccc(C2CC(=O)C(C=NCCN3CCN(C(=O)Cc4ccccc4)CC3)=C(O)C2)cc1	True	Cc1ccc(C2CC(=O)C(C=NCCN3CCN(C(=O)Cc4ccccc4)CC3)=C(O)C2)cc1	CVARUJDNUQOXOT-UHFFFAOYSA-N	CVARUJDNUQOXOT	False	True		True	Cc1ccc(C2CC(=O)C(C=NCCN3CCN(C(=O)Cc4ccccc4)CC3)=C(O)C2)cc1	CVARUJDNUQOXOT-UHFFFAOYSA-N	CVARUJDNUQOXOT	False	True			True	Cc1ccc(C2CC(=O)C(C=NCCN3CCN(C(=O)Cc4ccccc4)CC3)=C(O)C2)cc1	CVARUJDNUQOXOT-UHFFFAOYSA-N	CVARUJDNUQOXOT	False	True			True	Cc1ccc(C2CC(=O)C(C=NCCN3CCN(C(=O)Cc4ccccc4)CC3)=C(O)C2)cc1	CVARUJDNUQOXOT-UHFFFAOYSA-N	CVARUJDNUQOXOT	False	True		
Cc1ccc(C2CC(=O)c3cnc(N4CCc5ccccc5C4)nc3C2)cc1	True	Cc1ccc(C2CC(=O)c3cnc(N4CCc5ccccc5C4)nc3C2)cc1	AEKWYFFLXFCONP-UHFFFAOYSA-N	AEKWYFFLXFCONP	True	True	CHEMBL1400890	True	Cc1ccc(C2CC(=O)c3cnc(N4CCc5ccccc5C4)nc3C2)cc1	AEKWYFFLXFCONP-UHFFFAOYSA-N	AEKWYFFLXFCONP	True	True	CHEMBL1400890		True	Cc1ccc(C2CC(=O)c3cnc(N4CCc5ccccc5C4)nc3C2)cc1	AEKWYFFLXFCONP-UHFFFAOYSA-N	AEKWYFFLXFCONP	True	True	CHEMBL1400890		True	Cc1ccc(C2CC(=O)c3cnc(N4CCc5ccccc5C4)nc3C2)cc1	AEKWYFFLXFCONP-UHFFFAOYSA-N	AEKWYFFLXFCONP	True	True	CHEMBL1400890	
Cc1ccc(C2CC(C(F)(F)F)n3nc(C(=O)NCCN4CCOCC4)cc3N2)cc1	True	Cc1ccc(C2CC(C(F)(F)F)n3nc(C(=O)NCCN4CCOCC4)cc3N2)cc1	KYRGRLBASAZZSZ-UHFFFAOYSA-N	KYRGRLBASAZZSZ	True	True	CHEMBL1741546	True	Cc1ccc(C2CC(C(F)(F)F)n3nc(C(=O)NCCN4CCOCC4)cc3N2)cc1	KYRGRLBASAZZSZ-UHFFFAOYSA-N	KYRGRLBASAZZSZ	True	True	CHEMBL1741546		True	Cc1ccc(C2CC(C(F)(F)F)n3nc(C(=O)NCCN4CCOCC4)cc3N2)cc1	KYRGRLBASAZZSZ-UHFFFAOYSA-N	KYRGRLBASAZZSZ	True	True	CHEMBL1741546		True	Cc1ccc(C2CC(C(F)(F)F)n3nc(C(=O)NCCN4CCOCC4)cc3N2)cc1	KYRGRLBASAZZSZ-UHFFFAOYSA-N	KYRGRLBASAZZSZ	True	True	CHEMBL1741546	
Cc1ccc(C2CC2C(=O)NN)cc1	True	Cc1ccc(C2CC2C(=O)NN)cc1	FIPFFUWDRAOWFF-UHFFFAOYSA-N	FIPFFUWDRAOWFF	True	True	CHEMBL1537215	True	Cc1ccc(C2CC2C(=O)NN)cc1	FIPFFUWDRAOWFF-UHFFFAOYSA-N	FIPFFUWDRAOWFF	True	True	CHEMBL1537215		True	Cc1ccc(C2CC2C(=O)NN)cc1	FIPFFUWDRAOWFF-UHFFFAOYSA-N	FIPFFUWDRAOWFF	True	True	CHEMBL1537215		True	Cc1ccc(C2CC2C(=O)NN)cc1	FIPFFUWDRAOWFF-UHFFFAOYSA-N	FIPFFUWDRAOWFF	True	True	CHEMBL1537215	
Cc1ccc(C2CO2)cc1	True	Cc1ccc(C2CO2)cc1	QAWJAMQTRGCJMH-UHFFFAOYSA-N	QAWJAMQTRGCJMH	False	False		True	Cc1ccc(C2CO2)cc1	QAWJAMQTRGCJMH-UHFFFAOYSA-N	QAWJAMQTRGCJMH	False	False			True	Cc1ccc(C2CO2)cc1	QAWJAMQTRGCJMH-UHFFFAOYSA-N	QAWJAMQTRGCJMH	False	False			True	Cc1ccc(C2CO2)cc1	QAWJAMQTRGCJMH-UHFFFAOYSA-N	QAWJAMQTRGCJMH	False	False		
Cc1ccc(C2NC(c3ccc(C)cc3)C(C)C(=NO)C2C)cc1	True	Cc1ccc(C2NC(c3ccc(C)cc3)C(C)C(=NO)C2C)cc1	WRAFTAVDGKMKAB-UHFFFAOYSA-N	WRAFTAVDGKMKAB	True	True	CHEMBL1308401	True	Cc1ccc(C2NC(c3ccc(C)cc3)C(C)C(=NO)C2C)cc1	WRAFTAVDGKMKAB-UHFFFAOYSA-N	WRAFTAVDGKMKAB	True	True	CHEMBL1308401		True	Cc1ccc(C2NC(c3ccc(C)cc3)C(C)C(=NO)C2C)cc1	WRAFTAVDGKMKAB-UHFFFAOYSA-N	WRAFTAVDGKMKAB	True	True	CHEMBL1308401		True	Cc1ccc(C2NC(c3ccc(C)cc3)C(C)C(=NO)C2C)cc1	WRAFTAVDGKMKAB-UHFFFAOYSA-N	WRAFTAVDGKMKAB	True	True	CHEMBL1308401	
Cc1ccc(C2Nc3ccccc3C(=O)N2Cc2ccco2)cc1	True	Cc1ccc(C2Nc3ccccc3C(=O)N2Cc2ccco2)cc1	CMSFNGUCDZUPKY-UHFFFAOYSA-N	CMSFNGUCDZUPKY	True	True	CHEMBL1451317	True	Cc1ccc(C2Nc3ccccc3C(=O)N2Cc2ccco2)cc1	CMSFNGUCDZUPKY-UHFFFAOYSA-N	CMSFNGUCDZUPKY	True	True	CHEMBL1451317		True	Cc1ccc(C2Nc3ccccc3C(=O)N2Cc2ccco2)cc1	CMSFNGUCDZUPKY-UHFFFAOYSA-N	CMSFNGUCDZUPKY	True	True	CHEMBL1451317		True	Cc1ccc(C2Nc3ccccc3C(=O)N2Cc2ccco2)cc1	CMSFNGUCDZUPKY-UHFFFAOYSA-N	CMSFNGUCDZUPKY	True	True	CHEMBL1451317	
Cc1ccc(C=C2C(=O)C3CCC2C3(C)C)cc1	True	Cc1ccc(C=C2C(=O)C3CCC2C3(C)C)cc1	VFTURGJPQCAITG-UHFFFAOYSA-N	VFTURGJPQCAITG	True	True	CHEMBL3185564	True	Cc1ccc(C=C2C(=O)C3CCC2C3(C)C)cc1	VFTURGJPQCAITG-UHFFFAOYSA-N	VFTURGJPQCAITG	True	True	CHEMBL3185564		True	Cc1ccc(C=C2C(=O)C3CCC2C3(C)C)cc1	VFTURGJPQCAITG-UHFFFAOYSA-N	VFTURGJPQCAITG	True	True	CHEMBL3185564		True	Cc1ccc(C=C2C(=O)C3CCC2C3(C)C)cc1	VFTURGJPQCAITG-UHFFFAOYSA-N	VFTURGJPQCAITG	True	True	CHEMBL3185564	
Cc1ccc(C=O)cc1	True	Cc1ccc(C=O)cc1	FXLOVSHXALFLKQ-UHFFFAOYSA-N	FXLOVSHXALFLKQ	True	True	CHEMBL190927	True	Cc1ccc(C=O)cc1	FXLOVSHXALFLKQ-UHFFFAOYSA-N	FXLOVSHXALFLKQ	True	True	CHEMBL190927		True	Cc1ccc(C=O)cc1	FXLOVSHXALFLKQ-UHFFFAOYSA-N	FXLOVSHXALFLKQ	True	True	CHEMBL190927		True	Cc1ccc(C=O)cc1	FXLOVSHXALFLKQ-UHFFFAOYSA-N	FXLOVSHXALFLKQ	True	True	CHEMBL190927	
Cc1ccc(C=O)cc1C	True	Cc1ccc(C=O)cc1C	POQJHLBMLVTHAU-UHFFFAOYSA-N	POQJHLBMLVTHAU	True	True	CHEMBL3187739	True	Cc1ccc(C=O)cc1C	POQJHLBMLVTHAU-UHFFFAOYSA-N	POQJHLBMLVTHAU	True	True	CHEMBL3187739		True	Cc1ccc(C=O)cc1C	POQJHLBMLVTHAU-UHFFFAOYSA-N	POQJHLBMLVTHAU	True	True	CHEMBL3187739		True	Cc1ccc(C=O)cc1C	POQJHLBMLVTHAU-UHFFFAOYSA-N	POQJHLBMLVTHAU	True	True	CHEMBL3187739	
Cc1ccc(C=O)o1	True	Cc1ccc(C=O)o1	OUDFNZMQXZILJD-UHFFFAOYSA-N	OUDFNZMQXZILJD	True	True	CHEMBL2230304	True	Cc1ccc(C=O)o1	OUDFNZMQXZILJD-UHFFFAOYSA-N	OUDFNZMQXZILJD	True	True	CHEMBL2230304		True	Cc1ccc(C=O)o1	OUDFNZMQXZILJD-UHFFFAOYSA-N	OUDFNZMQXZILJD	True	True	CHEMBL2230304		True	Cc1ccc(C=O)o1	OUDFNZMQXZILJD-UHFFFAOYSA-N	OUDFNZMQXZILJD	True	True	CHEMBL2230304	
Cc1ccc(C=O)s1	True	Cc1ccc(C=O)s1	VAUMDUIUEPIGHM-UHFFFAOYSA-N	VAUMDUIUEPIGHM	True	True	CHEMBL3186212	True	Cc1ccc(C=O)s1	VAUMDUIUEPIGHM-UHFFFAOYSA-N	VAUMDUIUEPIGHM	True	True	CHEMBL3186212		True	Cc1ccc(C=O)s1	VAUMDUIUEPIGHM-UHFFFAOYSA-N	VAUMDUIUEPIGHM	True	True	CHEMBL3186212		True	Cc1ccc(C=O)s1	VAUMDUIUEPIGHM-UHFFFAOYSA-N	VAUMDUIUEPIGHM	True	True	CHEMBL3186212	
Cc1ccc(CC(=O)N2CC(C)OC(C)C2)cc1	True	Cc1ccc(CC(=O)N2CC(C)OC(C)C2)cc1	UCOPVZIZENWXOX-UHFFFAOYSA-N	UCOPVZIZENWXOX	True	True	CHEMBL1602258	True	Cc1ccc(CC(=O)N2CC(C)OC(C)C2)cc1	UCOPVZIZENWXOX-UHFFFAOYSA-N	UCOPVZIZENWXOX	True	True	CHEMBL1602258		True	Cc1ccc(CC(=O)N2CC(C)OC(C)C2)cc1	UCOPVZIZENWXOX-UHFFFAOYSA-N	UCOPVZIZENWXOX	True	True	CHEMBL1602258		True	Cc1ccc(CC(=O)N2CC(C)OC(C)C2)cc1	UCOPVZIZENWXOX-UHFFFAOYSA-N	UCOPVZIZENWXOX	True	True	CHEMBL1602258	
Cc1ccc(CC(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1	True	Cc1ccc(CC(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1	SBUISHYOUSIRIU-UHFFFAOYSA-N	SBUISHYOUSIRIU	True	True	CHEMBL1389308	True	Cc1ccc(CC(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1	SBUISHYOUSIRIU-UHFFFAOYSA-N	SBUISHYOUSIRIU	True	True	CHEMBL1389308		True	Cc1ccc(CC(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1	SBUISHYOUSIRIU-UHFFFAOYSA-N	SBUISHYOUSIRIU	True	True	CHEMBL1389308		True	Cc1ccc(CC(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1	SBUISHYOUSIRIU-UHFFFAOYSA-N	SBUISHYOUSIRIU	True	True	CHEMBL1389308	
Cc1ccc(CC(=O)NC[C@@H]2CCCO2)cc1	True	Cc1ccc(CC(=O)NC[C@@H]2CCCO2)cc1	GNNODMPIMQHVQL-ZDUSSCGKSA-N	GNNODMPIMQHVQL	False	False		True	Cc1ccc(CC(=O)NC[C@@H]2CCCO2)cc1	GNNODMPIMQHVQL-ZDUSSCGKSA-N	GNNODMPIMQHVQL	False	False			True	Cc1ccc(CC(=O)NC[C@@H]2CCCO2)cc1	GNNODMPIMQHVQL-ZDUSSCGKSA-N	GNNODMPIMQHVQL	False	False			True	Cc1ccc(CC(=O)NC[C@@H]2CCCO2)cc1	GNNODMPIMQHVQL-ZDUSSCGKSA-N	GNNODMPIMQHVQL	False	False		
Cc1ccc(CC(=O)Nc2nc(-c3ccc4c(c3)CCN4C(=O)c3ccccc3C)c(C)s2)cc1C	True	Cc1ccc(CC(=O)Nc2nc(-c3ccc4c(c3)CCN4C(=O)c3ccccc3C)c(C)s2)cc1C	PLGQFIQUJJLMCS-UHFFFAOYSA-N	PLGQFIQUJJLMCS	False	False		True	Cc1ccc(CC(=O)Nc2nc(-c3ccc4c(c3)CCN4C(=O)c3ccccc3C)c(C)s2)cc1C	PLGQFIQUJJLMCS-UHFFFAOYSA-N	PLGQFIQUJJLMCS	False	False			True	Cc1ccc(CC(=O)Nc2nc(-c3ccc4c(c3)CCN4C(=O)c3ccccc3C)c(C)s2)cc1C	PLGQFIQUJJLMCS-UHFFFAOYSA-N	PLGQFIQUJJLMCS	False	False			True	Cc1ccc(CC(=O)Nc2nc(-c3ccc4c(c3)CCN4C(=O)c3ccccc3C)c(C)s2)cc1C	PLGQFIQUJJLMCS-UHFFFAOYSA-N	PLGQFIQUJJLMCS	False	False		
Cc1ccc(CC(=O)Nc2nccs2)cc1	True	Cc1ccc(CC(=O)Nc2nccs2)cc1	SGIWWPPUHFDHFH-UHFFFAOYSA-N	SGIWWPPUHFDHFH	True	True	CHEMBL1904523	True	Cc1ccc(CC(=O)Nc2nccs2)cc1	SGIWWPPUHFDHFH-UHFFFAOYSA-N	SGIWWPPUHFDHFH	True	True	CHEMBL1904523		True	Cc1ccc(CC(=O)Nc2nccs2)cc1	SGIWWPPUHFDHFH-UHFFFAOYSA-N	SGIWWPPUHFDHFH	True	True	CHEMBL1904523		True	Cc1ccc(CC(=O)Nc2nccs2)cc1	SGIWWPPUHFDHFH-UHFFFAOYSA-N	SGIWWPPUHFDHFH	True	True	CHEMBL1904523	
Cc1ccc(CC2=CNC(NCCSCc3ccc(CN(C)C)o3)=NC2)cn1	True	Cc1ccc(CC2=CNC(NCCSCc3ccc(CN(C)C)o3)=NC2)cn1	RDVNYGJBCMUDNE-UHFFFAOYSA-N	RDVNYGJBCMUDNE	False	False		True	Cc1ccc(CC2=CNC(NCCSCc3ccc(CN(C)C)o3)=NC2)cn1	RDVNYGJBCMUDNE-UHFFFAOYSA-N	RDVNYGJBCMUDNE	False	False			True	Cc1ccc(CC2=CNC(NCCSCc3ccc(CN(C)C)o3)=NC2)cn1	RDVNYGJBCMUDNE-UHFFFAOYSA-N	RDVNYGJBCMUDNE	False	False			True	Cc1ccc(CC2=CNC(NCCSCc3ccc(CN(C)C)o3)=NC2)cn1	RDVNYGJBCMUDNE-UHFFFAOYSA-N	RDVNYGJBCMUDNE	False	False		
Cc1ccc(CC2CO2)cc1	True	Cc1ccc(CC2CO2)cc1	OAVRAFVFWOJGJO-UHFFFAOYSA-N	OAVRAFVFWOJGJO	False	False		True	Cc1ccc(CC2CO2)cc1	OAVRAFVFWOJGJO-UHFFFAOYSA-N	OAVRAFVFWOJGJO	False	False			True	Cc1ccc(CC2CO2)cc1	OAVRAFVFWOJGJO-UHFFFAOYSA-N	OAVRAFVFWOJGJO	False	False			True	Cc1ccc(CC2CO2)cc1	OAVRAFVFWOJGJO-UHFFFAOYSA-N	OAVRAFVFWOJGJO	False	False		
Cc1ccc(CCC(=O)c2ccccc2OC[C@H](O)CN2CCN(c3ccccc3C)CC2)cc1	True	Cc1ccc(CCC(=O)c2ccccc2OC[C@H](O)CN2CCN(c3ccccc3C)CC2)cc1	XZQUTKGLNDRNRU-AREMUKBSSA-N	XZQUTKGLNDRNRU	True	True	CHEMBL2449393	True	Cc1ccc(CCC(=O)c2ccccc2OC[C@H](O)CN2CCN(c3ccccc3C)CC2)cc1	XZQUTKGLNDRNRU-AREMUKBSSA-N	XZQUTKGLNDRNRU	True	True	CHEMBL2449393		True	Cc1ccc(CCC(=O)c2ccccc2OC[C@H](O)CN2CCN(c3ccccc3C)CC2)cc1	XZQUTKGLNDRNRU-AREMUKBSSA-N	XZQUTKGLNDRNRU	True	True	CHEMBL2449393		True	Cc1ccc(CCC(=O)c2ccccc2OC[C@H](O)CN2CCN(c3ccccc3C)CC2)cc1	XZQUTKGLNDRNRU-AREMUKBSSA-N	XZQUTKGLNDRNRU	True	True	CHEMBL2449393	
Cc1ccc(CCC2CO2)cc1	True	Cc1ccc(CCC2CO2)cc1	CLHBSQBGFQJMKB-UHFFFAOYSA-N	CLHBSQBGFQJMKB	False	False		True	Cc1ccc(CCC2CO2)cc1	CLHBSQBGFQJMKB-UHFFFAOYSA-N	CLHBSQBGFQJMKB	False	False			True	Cc1ccc(CCC2CO2)cc1	CLHBSQBGFQJMKB-UHFFFAOYSA-N	CLHBSQBGFQJMKB	False	False			True	Cc1ccc(CCC2CO2)cc1	CLHBSQBGFQJMKB-UHFFFAOYSA-N	CLHBSQBGFQJMKB	False	False		
Cc1ccc(CCC=O)cc1	True	Cc1ccc(CCC=O)cc1	ABGZWIFTZXUDGF-UHFFFAOYSA-N	ABGZWIFTZXUDGF	False	False		True	Cc1ccc(CCC=O)cc1	ABGZWIFTZXUDGF-UHFFFAOYSA-N	ABGZWIFTZXUDGF	False	False			True	Cc1ccc(CCC=O)cc1	ABGZWIFTZXUDGF-UHFFFAOYSA-N	ABGZWIFTZXUDGF	False	False			True	Cc1ccc(CCC=O)cc1	ABGZWIFTZXUDGF-UHFFFAOYSA-N	ABGZWIFTZXUDGF	False	False		
Cc1ccc(CCCC(=O)O)cc1C	True	Cc1ccc(CCCC(=O)O)cc1C	ABMVUAWFTZKZDV-UHFFFAOYSA-N	ABMVUAWFTZKZDV	True	True	CHEMBL1741537	True	Cc1ccc(CCCC(=O)O)cc1C	ABMVUAWFTZKZDV-UHFFFAOYSA-N	ABMVUAWFTZKZDV	True	True	CHEMBL1741537		True	Cc1ccc(CCCC(=O)O)cc1C	ABMVUAWFTZKZDV-UHFFFAOYSA-N	ABMVUAWFTZKZDV	True	True	CHEMBL1741537		True	Cc1ccc(CCCC(=O)O)cc1C	ABMVUAWFTZKZDV-UHFFFAOYSA-N	ABMVUAWFTZKZDV	True	True	CHEMBL1741537	
Cc1ccc(CCN2CC(C(=O)N3CCC4(CC3)OCCO4)CC2=O)cc1	True	Cc1ccc(CCN2CC(C(=O)N3CCC4(CC3)OCCO4)CC2=O)cc1	SRUMRBUDSCVLJH-UHFFFAOYSA-N	SRUMRBUDSCVLJH	True	True	CHEMBL1742259	True	Cc1ccc(CCN2CC(C(=O)N3CCC4(CC3)OCCO4)CC2=O)cc1	SRUMRBUDSCVLJH-UHFFFAOYSA-N	SRUMRBUDSCVLJH	True	True	CHEMBL1742259		True	Cc1ccc(CCN2CC(C(=O)N3CCC4(CC3)OCCO4)CC2=O)cc1	SRUMRBUDSCVLJH-UHFFFAOYSA-N	SRUMRBUDSCVLJH	True	True	CHEMBL1742259		True	Cc1ccc(CCN2CC(C(=O)N3CCC4(CC3)OCCO4)CC2=O)cc1	SRUMRBUDSCVLJH-UHFFFAOYSA-N	SRUMRBUDSCVLJH	True	True	CHEMBL1742259	
