smiles	canonical_smiles	inchi_key	inchi_key_connectivity	chembl_connectivity_match	error
C=C(C)C1CCC(=C)C2C3=C(CC(C)(O)C3=O)C(=O)C(C)=CC12	C=C(C)C1CCC(=C)C2C3=C(CC(C)(O)C3=O)C(=O)C(C)=CC12	DBPPEQIYWCILTJ-UHFFFAOYSA-N	DBPPEQIYWCILTJ	False	
C=C(C)C1CCC(=C)C2C3=C(CC(C)C3=O)C(=O)C(C)=CC12	C=C(C)C1CCC(=C)C2C3=C(CC(C)C3=O)C(=O)C(C)=CC12	YTEYTHRWXHJPKG-UHFFFAOYSA-N	YTEYTHRWXHJPKG	False	
C=C(C)C1CCC(C)=C(N=O)C1	C=C(C)C1CCC(C)=C(N=O)C1	XQHQMEWFMZRNQR-UHFFFAOYSA-N	XQHQMEWFMZRNQR	False	
C=C(C)C1CO1	C=C(C)C1CO1	JZQHTTYHPIAPCZ-UHFFFAOYSA-N	JZQHTTYHPIAPCZ	False	
C=C(C)CNCC(=C)C	C=C(C)CNCC(=C)C	LDCWGVLBCJEQMT-UHFFFAOYSA-N	LDCWGVLBCJEQMT	False	
C=C(C)[C@@H]1CC[C@@]2(C1)C(C)=CCC[C@@H]2C	C=C(C)[C@@H]1CC[C@@]2(C1)C(C)=CCC[C@@H]2C	WEZDOYDDKIHCLM-RRFJBIMHSA-N	WEZDOYDDKIHCLM	False	
C=C(C)[C@H]1C=C2C(COC(=O)CCCCCCCCCCCCCCCCC)=CC=C2C(C)=CC1	C=C(C)[C@H]1C=C2C(COC(=O)CCCCCCCCCCCCCCCCC)=CC=C2C(C)=CC1	JJOMKEHSADWVHT-GDLZYMKVSA-N	JJOMKEHSADWVHT	False	
C=C(C)c1cc(O)c(C)cc1O	C=C(C)c1cc(O)c(C)cc1O	TUBKRNYLIIIOAU-UHFFFAOYSA-N	TUBKRNYLIIIOAU	False	
C=C(C)c1ccc(C)c2ccc(C=O)c-2c1	C=C(C)c1ccc(C)c2ccc(C=O)c-2c1	PUEUPUYRYIOTKZ-UHFFFAOYSA-N	PUEUPUYRYIOTKZ	False	
C=C(C)c1ccc(C)c2ccc(CO)c-2c1	C=C(C)c1ccc(C)c2ccc(CO)c-2c1	UELYVRHCROBZCL-UHFFFAOYSA-N	UELYVRHCROBZCL	False	
C=C(C=CCC(C)C)CC	C=C(C=CCC(C)C)CC	SSYBWXAZYSPBMF-UHFFFAOYSA-N	SSYBWXAZYSPBMF	False	
C=C(C=O)CCC	C=C(C=O)CCC	RTTWLTLNKLTUJR-UHFFFAOYSA-N	RTTWLTLNKLTUJR	False	
C=C(C=O)CCCC	C=C(C=O)CCCC	IWEWQGKFUYQGSN-UHFFFAOYSA-N	IWEWQGKFUYQGSN	False	
C=C(Cl)C#N	C=C(Cl)C#N	OYUNTGBISCIYPW-UHFFFAOYSA-N	OYUNTGBISCIYPW	False	
C=C(Cl)C(=O)OC	C=C(Cl)C(=O)OC	AWJZTPWDQYFQPQ-UHFFFAOYSA-N	AWJZTPWDQYFQPQ	False	
C=C(Cl)C(Cl)CCl	C=C(Cl)C(Cl)CCl	WZUZDBPJFHQVJC-UHFFFAOYSA-N	WZUZDBPJFHQVJC	False	
C=C(Cl)C=O	C=C(Cl)C=O	ZWHANXMMZRUTAY-UHFFFAOYSA-N	ZWHANXMMZRUTAY	False	
C=C(NNC(=O)c1nn(C)cc1I)c1ccnn1C	C=C(NNC(=O)c1nn(C)cc1I)c1ccnn1C	MZFPVFRFPILFGY-UHFFFAOYSA-N	MZFPVFRFPILFGY	False	
C=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@@H]12)C(=NOC)c1csc(N)n1	C=C(N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@@H]12)C(=NOC)c1csc(N)n1	LGOJYCXQLNHHSC-DOMZBBRYSA-N	LGOJYCXQLNHHSC	False	
C=C/C1=C/C(C)(C)[C@](C)(OC(C)=O)C(=O)OC/C2=C/CN(C)CC[C@@H](OC1=O)C2=O	C=C/C1=C/C(C)(C)[C@](C)(OC(C)=O)C(=O)OC/C2=C/CN(C)CC[C@@H](OC1=O)C2=O	ZMAJIKNHOIKFQK-NDAFFREZSA-N	ZMAJIKNHOIKFQK	False	
C=C/C1=C/C(C)C(C)(OC(C)=O)C(=O)OCC2=CC[N+]3(C)CCC(OC1=O)C23O	C=C/C1=C/C(C)C(C)(OC(C)=O)C(=O)OCC2=CC[N+]3(C)CCC(OC1=O)C23O	NEHWGXHBNGZJNY-PTNGSMBKSA-N	NEHWGXHBNGZJNY	False	
C=C/C=C\C	C=C/C=C\C	PMJHHCWVYXUKFD-PLNGDYQASA-N	PMJHHCWVYXUKFD	False	
C=C1C(=O)OC2CC(C)C3CC(O)OC(O)C3(C)CC12	C=C1C(=O)OC2CC(C)C3CC(O)OC(O)C3(C)CC12	PYINVOHSOZSEPB-UHFFFAOYSA-N	PYINVOHSOZSEPB	False	
C=C1C(=O)OC2CC(C)C3CC(OCC)OC(OCC)C3(C)CC12	C=C1C(=O)OC2CC(C)C3CC(OCC)OC(OCC)C3(C)CC12	WDKVUEQXCCWTIJ-UHFFFAOYSA-N	WDKVUEQXCCWTIJ	False	
C=C1C(=O)O[C@@H]2C[C@H](C)[C@H]3C[C@@H](O)O[C@@H](O)[C@]3(C)C[C@H]12	C=C1C(=O)O[C@@H]2C[C@H](C)[C@H]3C[C@@H](O)O[C@@H](O)[C@]3(C)C[C@H]12	PYINVOHSOZSEPB-YORWPGAOSA-N	PYINVOHSOZSEPB	False	
C=C1C(=O)O[C@@H]2C[C@H](C)[C@H]3C[C@@H](OCC)O[C@@H](OCC)[C@]3(C)C[C@H]12	C=C1C(=O)O[C@@H]2C[C@H](C)[C@H]3C[C@@H](OCC)O[C@@H](OCC)[C@]3(C)C[C@H]12	WDKVUEQXCCWTIJ-XUUKDSBCSA-N	WDKVUEQXCCWTIJ	False	
C=C1C/C(=C/C)C(=O)O[C@H]2CCN3CC=C(COC(=O)[C@@]1(O)CO)[C@H]23	C=C1C/C(=C/C)C(=O)O[C@H]2CCN3CC=C(COC(=O)[C@@]1(O)CO)[C@H]23	SVCNNZDUGWLODJ-GCQUUNROSA-N	SVCNNZDUGWLODJ	False	
C=C1C=C[C@@]2(C)C(=C1)CC[C@H]1[C@@H]3C[C@@H](C)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)C12F	C=C1C=C[C@@]2(C)C(=C1)CC[C@H]1[C@@H]3C[C@@H](C)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)C12F	PMRXSLHPSLCRIA-RNWWJENYSA-N	PMRXSLHPSLCRIA	False	
C=C1C=C[C@@]2(C)C(=C1)CC[C@H]1[C@@H]3C[C@H](C)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)C12F	C=C1C=C[C@@]2(C)C(=C1)CC[C@H]1[C@@H]3C[C@H](C)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)C12F	PMRXSLHPSLCRIA-QEOAIBGCSA-N	PMRXSLHPSLCRIA	False	
C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(O)CO)C23	C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(O)CO)C23	SVCNNZDUGWLODJ-UHFFFAOYSA-N	SVCNNZDUGWLODJ	False	
C=C1CC(=O)O1	C=C1CC(=O)O1	WASQWSOJHCZDFK-UHFFFAOYSA-N	WASQWSOJHCZDFK	False	
C=C1CC(=O)c2c(OC[C@@H](O)CN3CCCCC3)cccc21	C=C1CC(=O)c2c(OC[C@@H](O)CN3CCCCC3)cccc21	PHUHECZSGIBYIC-AWEZNQCLSA-N	PHUHECZSGIBYIC	False	
C=C1CC(=O)c2cccc(OC[C@H](O)CN3CCCCC3)c21	C=C1CC(=O)c2cccc(OC[C@H](O)CN3CCCCC3)c21	RRCZZXVMAOEVCC-CQSZACIVSA-N	RRCZZXVMAOEVCC	False	
C=C1CC(C(=C)C)CC=C1C	C=C1CC(C(=C)C)CC=C1C	HXPDHZZJERCWPC-UHFFFAOYSA-N	HXPDHZZJERCWPC	False	
C=C1CC(C(=C)C)CCC1C	C=C1CC(C(=C)C)CCC1C	GDQMVMFTWPZPJD-UHFFFAOYSA-N	GDQMVMFTWPZPJD	False	
C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1O)C3	C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1O)C3	QSIDJGUAAUSPMG-UHFFFAOYSA-N	QSIDJGUAAUSPMG	False	
C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O)C3	C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O)C3	CANAPGLEBDTCAF-UHFFFAOYSA-N	CANAPGLEBDTCAF	False	
C=C1CC=C(C(C)C)CC1	C=C1CC=C(C(C)C)CC1	SCWPFSIZUZUCCE-UHFFFAOYSA-N	SCWPFSIZUZUCCE	False	
C=C1CCC(C(C)C)CC1	C=C1CCC(C(C)C)CC1	CEWQMRMCIKPUIK-UHFFFAOYSA-N	CEWQMRMCIKPUIK	False	
C=C1C[C@@]23CCC4[C@@](C)(CCC[C@@]4(C)C(=O)O)C2CCC1(OC(C)=O)C3	C=C1C[C@@]23CCC4[C@@](C)(CCC[C@@]4(C)C(=O)O)C2CCC1(OC(C)=O)C3	OWNAFQAMMJOLHX-IDFDGVBRSA-N	OWNAFQAMMJOLHX	False	
C=C1C[C@@]23C[C@H]4[C@@H]5[C@@]6(C)C[C@H](OC(C)=O)C[C@@]57[C@@H]2[C@H](O)[C@@H]1[C@H](OC(C)=O)[C@]3(O)[C@H]7N4C6	C=C1C[C@@]23C[C@H]4[C@@H]5[C@@]6(C)C[C@H](OC(C)=O)C[C@@]57[C@@H]2[C@H](O)[C@@H]1[C@H](OC(C)=O)[C@]3(O)[C@H]7N4C6	OGNUSOJAYIHLNS-JEWFOAHOSA-N	OGNUSOJAYIHLNS	False	
C=C1Cc2c(CCN(CCC)CCC)ccc(O)c2N1	C=C1Cc2c(CCN(CCC)CCC)ccc(O)c2N1	TVSOQPJYVFOMJD-UHFFFAOYSA-N	TVSOQPJYVFOMJD	False	
C=C1N(CCCCCC(=O)O)c2ccccc2C1(C)C	C=C1N(CCCCCC(=O)O)c2ccccc2C1(C)C	LVVRHAVPVOVPGG-UHFFFAOYSA-N	LVVRHAVPVOVPGG	False	
C=C1NS(=O)(=O)N=C1c1ccccc1	C=C1NS(=O)(=O)N=C1c1ccccc1	JQYVMVJHRNWVNM-UHFFFAOYSA-N	JQYVMVJHRNWVNM	False	
C=C1c2c(Cl)ccc(O)c2C(O)=C2C(=O)C3(O)C(=O)/C(=C(/N)O)C(=O)C(N(C)C)C3C(O)C12	C=C1c2c(Cl)ccc(O)c2C(O)=C2C(=O)C3(O)C(=O)/C(=C(/N)O)C(=O)C(N(C)C)C3C(O)C12	SEPIRJBAIBYOSG-BKUYFWCQSA-N	SEPIRJBAIBYOSG	False	
C=C1c2c(Cl)ccc(O)c2C(O)=C2C(=O)[C@@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12	C=C1c2c(Cl)ccc(O)c2C(O)=C2C(=O)[C@@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12	RNIADBXQDMCFEN-CKLJQEEZSA-N	RNIADBXQDMCFEN	False	
C=C1c2c(Cl)ccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12	C=C1c2c(Cl)ccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12	RNIADBXQDMCFEN-IWVLMIASSA-N	RNIADBXQDMCFEN	False	
C=C1c2c(OC[C@@H](O)CN3CCCCC3)cccc2C(=O)[C@@H]1c1ccccc1	C=C1c2c(OC[C@@H](O)CN3CCCCC3)cccc2C(=O)[C@@H]1c1ccccc1	BNHKBTDFGAMYES-UGKGYDQZSA-N	BNHKBTDFGAMYES	False	
C=C1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12	C=C1c2cccc(O)c2C(O)=C2C(=O)C3(O)C(O)=C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12	XIYOPDCBBDCGOE-UHFFFAOYSA-N	XIYOPDCBBDCGOE	False	
C=C1c2cccc(O)c2C(O)=C2C(=O)[C@@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12	C=C1c2cccc(O)c2C(O)=C2C(=O)[C@@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12	XIYOPDCBBDCGOE-CKLJQEEZSA-N	XIYOPDCBBDCGOE	False	
C=C1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)/C(=C(/N)O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12	C=C1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)/C(=C(/N)O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12	GLFJCEVWKWQSJP-ISFNZQQKSA-N	GLFJCEVWKWQSJP	False	
C=C1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12	C=C1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12	XIYOPDCBBDCGOE-IWVLMIASSA-N	XIYOPDCBBDCGOE	False	
C=C1c2cccc(OC[C@@H](O)CN3CCCCC3)c2C(=O)[C@H]1c1ccccc1	C=C1c2cccc(OC[C@@H](O)CN3CCCCC3)c2C(=O)[C@H]1c1ccccc1	JEEZNNGMYANKJE-SIKLNZKXSA-N	JEEZNNGMYANKJE	False	
C=C1c2cccc(OC[C@H](O)CN3CCN(c4cccc(C)c4C)CC3)c2C(=O)[C@@H]1c1ccccc1	C=C1c2cccc(OC[C@H](O)CN3CCN(c4cccc(C)c4C)CC3)c2C(=O)[C@@H]1c1ccccc1	VMBQSCQBPGGXEQ-IRPSRAIASA-N	VMBQSCQBPGGXEQ	False	
C=C=O	C=C=O	CCGKOQOJPYTBIH-UHFFFAOYSA-N	CCGKOQOJPYTBIH	False	
C=CBr	C=CBr	INLLPKCGLOXCIV-UHFFFAOYSA-N	INLLPKCGLOXCIV	False	
C=CC(=O)N(CC1CO1)CC1CO1	C=CC(=O)N(CC1CO1)CC1CO1	OALVDEJWUQUDTF-UHFFFAOYSA-N	OALVDEJWUQUDTF	False	
C=CC(=O)N(C[C@H]1CO1)C[C@H]1CO1	C=CC(=O)N(C[C@H]1CO1)C[C@H]1CO1	OALVDEJWUQUDTF-YUMQZZPRSA-N	OALVDEJWUQUDTF	False	
C=CC(=O)N1C(=O)N(C)C(C)C1c1ccccc1	C=CC(=O)N1C(=O)N(C)C(C)C1c1ccccc1	BWZQFUDKBBIFOH-UHFFFAOYSA-N	BWZQFUDKBBIFOH	False	
C=CC(=O)NCCCN(C)C	C=CC(=O)NCCCN(C)C	ADTJPOBHAXXXFS-UHFFFAOYSA-N	ADTJPOBHAXXXFS	False	
C=CC(=O)NCCC[N+](C)(C)C	C=CC(=O)NCCC[N+](C)(C)C	RUACIFFMSHZUKZ-UHFFFAOYSA-O	RUACIFFMSHZUKZ	False	
C=CC(=O)OCC(C)(C)C	C=CC(=O)OCC(C)(C)C	IJLJDZOLZATUFK-UHFFFAOYSA-N	IJLJDZOLZATUFK	False	
C=CC(=O)OCC(C)(C)COC(=O)C=C	C=CC(=O)OCC(C)(C)COC(=O)C=C	MXFQRSUWYYSPOC-UHFFFAOYSA-N	MXFQRSUWYYSPOC	False	
C=CC(=O)OCC(COC(=O)C=C)C(CC)OC(=O)C=C	C=CC(=O)OCC(COC(=O)C=C)C(CC)OC(=O)C=C	WDEMVAQWKSRLQU-UHFFFAOYSA-N	WDEMVAQWKSRLQU	False	
C=CC(=O)OCC1CO1	C=CC(=O)OCC1CO1	RPQRDASANLAFCM-UHFFFAOYSA-N	RPQRDASANLAFCM	False	
C=CC(=O)OCCBr	C=CC(=O)OCCBr	CDZAAIHWZYWBSS-UHFFFAOYSA-N	CDZAAIHWZYWBSS	False	
C=CC(=O)OCCCCC	C=CC(=O)OCCCCC	ULDDEWDFUNBUCM-UHFFFAOYSA-N	ULDDEWDFUNBUCM	False	
C=CC(=O)OCCCCCCCC	C=CC(=O)OCCCCCCCC	ANISOHQJBAQUQP-UHFFFAOYSA-N	ANISOHQJBAQUQP	False	
C=CC(=O)OCCCCCOC(=O)C=C	C=CC(=O)OCCCCCOC(=O)C=C	XAMCLRBWHRRBCN-UHFFFAOYSA-N	XAMCLRBWHRRBCN	False	
C=CC(=O)OCCOC	C=CC(=O)OCCOC	HFCUBKYHMMPGBY-UHFFFAOYSA-N	HFCUBKYHMMPGBY	False	
C=CC(=O)OC[C@H]1CO1	C=CC(=O)OC[C@H]1CO1	RPQRDASANLAFCM-RXMQYKEDSA-N	RPQRDASANLAFCM	False	
C=CC(=O)[O][Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC	C=CC(=O)[O][Sn]([CH2]CCC)([CH2]CCC)[CH2]CCC	YSUXTNDMKYYZPR-UHFFFAOYSA-M	YSUXTNDMKYYZPR	False	
C=CC(=O)c1ccc2c(c1)OCO2	C=CC(=O)c1ccc2c(c1)OCO2	LNOUMTOCQWMBOJ-UHFFFAOYSA-N	LNOUMTOCQWMBOJ	False	
C=CC(C)(C)c1[nH]c2ccccc2c1C1=C(O)C(=O)C(c2c[nH]c3c(CC=C(C)C)cccc23)=C(O)C1=O	C=CC(C)(C)c1[nH]c2ccccc2c1C1=C(O)C(=O)C(c2c[nH]c3c(CC=C(C)C)cccc23)=C(O)C1=O	XMGNJVXBPZAETK-UHFFFAOYSA-N	XMGNJVXBPZAETK	False	
C=CC(C)(O)CCC=C(C)C=O	C=CC(C)(O)CCC=C(C)C=O	HRVZNWRZLYDLBU-UHFFFAOYSA-N	HRVZNWRZLYDLBU	False	
C=CC(C)C#N	C=CC(C)C#N	WBAXCOMEMKANRN-UHFFFAOYSA-N	WBAXCOMEMKANRN	False	
C=CC(O)c1ccc2c(c1)OCO2	C=CC(O)c1ccc2c(c1)OCO2	VVBJNJFYBCLUAH-UHFFFAOYSA-N	VVBJNJFYBCLUAH	False	
C=CC(OC(C)=O)c1ccc(OC)c2ccccc12	C=CC(OC(C)=O)c1ccc(OC)c2ccccc12	KVDKMCOTAUKHLC-UHFFFAOYSA-N	KVDKMCOTAUKHLC	False	
C=CC(OC(C)=O)c1ccc(OC)cc1	C=CC(OC(C)=O)c1ccc(OC)cc1	VGSCGPYUCPWRQY-UHFFFAOYSA-N	VGSCGPYUCPWRQY	False	
C=CC(OC(C)=O)c1ccc2c(c1)OCO2	C=CC(OC(C)=O)c1ccc2c(c1)OCO2	TXUCQVJZBXYDKH-UHFFFAOYSA-N	TXUCQVJZBXYDKH	False	
C=CC1(C)CC(O)C2(C)C(CCC3C4(C)CCCC32OC4=O)C1	C=CC1(C)CC(O)C2(C)C(CCC3C4(C)CCCC32OC4=O)C1	UFZJBHPHCFBUAP-UHFFFAOYSA-N	UFZJBHPHCFBUAP	False	
C=CC1(C)CCC2(C)C(C1)C(=O)CC1C3(C)CCCC12OC3=O	C=CC1(C)CCC2(C)C(C1)C(=O)CC1C3(C)CCCC12OC3=O	HWECMADGHQKSLK-UHFFFAOYSA-N	HWECMADGHQKSLK	False	
C=CC1(C)CO1	C=CC1(C)CO1	FVCDMHWSPLRYAB-UHFFFAOYSA-N	FVCDMHWSPLRYAB	False	
C=CC1=C(C)C2=Cc3c(C=C)c(C)c4[n]3[Sn+2][n]3c(c(C)c(CCC(=O)O)c3=CC3=NC(=C4)C(C)=C3CCC(=O)O)=CC1=N2	C=CC1=C(C)C2=Cc3c(C=C)c(C)c4[n]3[Sn+2][n]3c(c(C)c(CCC(=O)O)c3=CC3=NC(=C4)C(C)=C3CCC(=O)O)=CC1=N2	ZUQBMBXSEXXKTO-UHFFFAOYSA-L	ZUQBMBXSEXXKTO	False	
C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)[O-])C(CCC(=O)OC)=C4C)[C@@]1(C)C3=CC=C(C(=O)OC)[C@H]1C(=O)OC	C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)[O-])C(CCC(=O)OC)=C4C)[C@@]1(C)C3=CC=C(C(=O)OC)[C@H]1C(=O)OC	ZCQHFRFEJXRZDF-ZSFNYQMMSA-M	ZCQHFRFEJXRZDF	False	
C=CC1CCC2(C)OC2C1	C=CC1CCC2(C)OC2C1	JBHNBFAAUMYESV-UHFFFAOYSA-N	JBHNBFAAUMYESV	False	
C=CC1CN2CCC1CC2C(OC(=O)C(C)O)c1ccnc2ccc(OC)cc12	C=CC1CN2CCC1CC2C(OC(=O)C(C)O)c1ccnc2ccc(OC)cc12	RPXJKXMRQAQKQM-UHFFFAOYSA-N	RPXJKXMRQAQKQM	False	
C=CCC1(C)C=C(OC)C(=O)CC1	C=CCC1(C)C=C(OC)C(=O)CC1	ARUCAEZGSLAWTK-UHFFFAOYSA-N	ARUCAEZGSLAWTK	False	
C=CCC1C(=O)CC(OC(=O)C2C(C=C(C)C)C2(C)C)=C1C	C=CCC1C(=O)CC(OC(=O)C2C(C=C(C)C)C2(C)C)=C1C	XAHOQOGEXLHZKP-UHFFFAOYSA-N	XAHOQOGEXLHZKP	False	
C=CCCC(C=O)CC	C=CCCC(C=O)CC	OAKJUWNZHNRUNB-UHFFFAOYSA-N	OAKJUWNZHNRUNB	False	
C=CCCC1CO1	C=CCCC1CO1	MUUOUUYKIVSIAR-UHFFFAOYSA-N	MUUOUUYKIVSIAR	False	
C=CCCCCC1CO1	C=CCCCCC1CO1	UKTHULMXFLCNAV-UHFFFAOYSA-N	UKTHULMXFLCNAV	False	
C=CCCCCCCCCC	C=CCCCCCCCCC	DCTOHCCUXLBQMS-UHFFFAOYSA-N	DCTOHCCUXLBQMS	False	
C=CCCCCCCCCCCCCC	C=CCCCCCCCCCCCCC	PJLHTVIBELQURV-UHFFFAOYSA-N	PJLHTVIBELQURV	False	
C=CCCCC[C@H]1CO1	C=CCCCC[C@H]1CO1	UKTHULMXFLCNAV-QMMMGPOBSA-N	UKTHULMXFLCNAV	False	
C=CCN(CC=C)C1c2ccccc2-c2ccccc2C1N1C2c3ccccc3-c3ccccc3C21	C=CCN(CC=C)C1c2ccccc2-c2ccccc2C1N1C2c3ccccc3-c3ccccc3C21	JPZFUMBDKHNNHA-UHFFFAOYSA-N	JPZFUMBDKHNNHA	False	
C=CCN(CC=C)c1cc(NC(C)=O)c(N=Nc2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC	C=CCN(CC=C)c1cc(NC(C)=O)c(N=Nc2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC	WXDXQSMFRITTEJ-UHFFFAOYSA-N	WXDXQSMFRITTEJ	False	
C=CCN(CC=C)c1ccc(-c2nc(-c3ccc(/C=C/C(=O)OC)cc3)[nH]c2-c2ccc(N(CC=C)CC=C)cc2)cc1	C=CCN(CC=C)c1ccc(-c2nc(-c3ccc(/C=C/C(=O)OC)cc3)[nH]c2-c2ccc(N(CC=C)CC=C)cc2)cc1	WBBDENBRDWQLDP-FSJBWODESA-N	WBBDENBRDWQLDP	False	
C=CCN1C2c3ccccc3-c3ccccc3C21	C=CCN1C2c3ccccc3-c3ccccc3C21	YCTGZZYNPVKGNF-UHFFFAOYSA-N	YCTGZZYNPVKGNF	False	
C=CCN1CCC=C2c3nc(NC(C)=O)sc3CCC21	C=CCN1CCC=C2c3nc(NC(C)=O)sc3CCC21	FCHFYAVLGFWSQU-UHFFFAOYSA-N	FCHFYAVLGFWSQU	False	
C=CCN=C1CC(C)(C)CC(=O)/C1=C(/O)CCC(=O)OC	C=CCN=C1CC(C)(C)CC(=O)/C1=C(/O)CCC(=O)OC	PAAOJHUYNIYWAE-RAZSCHFOSA-N	PAAOJHUYNIYWAE	False	
C=CCN=C1CC(C)(C)CC(=O)/C1=C(\O)c1ccccc1	C=CCN=C1CC(C)(C)CC(=O)/C1=C(\O)c1ccccc1	DVUWMJBPIFKJQA-YLAILDPOSA-N	DVUWMJBPIFKJQA	False	
C=CCNC(N)=O	C=CCNC(N)=O	VPJDULFXCAQHRC-UHFFFAOYSA-N	VPJDULFXCAQHRC	False	
C=CCNN	C=CCNN	ZTILHLWDFSMCLZ-UHFFFAOYSA-N	ZTILHLWDFSMCLZ	False	
C=CCNNCC=C	C=CCNNCC=C	CEMKFIOFRQVXSS-UHFFFAOYSA-N	CEMKFIOFRQVXSS	False	
C=CCOC(=O)C1=C(C)NC(SC)=C(C#N)C1c1cccs1	C=CCOC(=O)C1=C(C)NC(SC)=C(C#N)C1c1cccs1	OEJPXQQXGOUZEV-UHFFFAOYSA-N	OEJPXQQXGOUZEV	False	
C=CCOC(=O)C1=C(C)NC(SCC(=O)Nc2nccs2)=C(C#N)C1c1ccc(Cl)cc1	C=CCOC(=O)C1=C(C)NC(SCC(=O)Nc2nccs2)=C(C#N)C1c1ccc(Cl)cc1	QPJHKTPUNHSZEP-UHFFFAOYSA-N	QPJHKTPUNHSZEP	False	
C=CCOC(=O)C1=C(C)NC(SCC(=O)OCC)=C(C#N)C1c1ccc(C)cc1	C=CCOC(=O)C1=C(C)NC(SCC(=O)OCC)=C(C#N)C1c1ccc(C)cc1	PUBYFPOPTOMPNB-UHFFFAOYSA-N	PUBYFPOPTOMPNB	False	
C=CC[C@@]1([C@@H](C)CCC)C(=C)NC(O)=NC1=O	C=CC[C@@]1([C@@H](C)CCC)C(=C)NC(O)=NC1=O	NWFXVIODKCPIRN-TVQRCGJNSA-N	NWFXVIODKCPIRN	False	
C=CC[NH2+]CCCCCC[N+](C)(C)C	C=CC[NH2+]CCCCCC[N+](C)(C)C	YXEBKWHSNZQQPQ-UHFFFAOYSA-O	YXEBKWHSNZQQPQ	False	
C=CCc1cc(C)c(O)c(OC)c1	C=CCc1cc(C)c(O)c(OC)c1	HROZLGRKFUCIJJ-UHFFFAOYSA-N	HROZLGRKFUCIJJ	False	
C=CCc1cc(C)c(OC)c(O)c1	C=CCc1cc(C)c(OC)c(O)c1	UDNJPGYOKPOXIK-UHFFFAOYSA-N	UDNJPGYOKPOXIK	False	
C=CCc1cc(OC)c(O)cc1C	C=CCc1cc(OC)c(O)cc1C	YRLAAFZPUZEKGQ-UHFFFAOYSA-N	YRLAAFZPUZEKGQ	False	
C=CCc1ccc(O)c(OC(C)C)c1	C=CCc1ccc(O)c(OC(C)C)c1	ICVLUTHYXHYLPY-UHFFFAOYSA-N	ICVLUTHYXHYLPY	False	
